Identifier,name,nation,club,field,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY
killiansardella_BEL,Killian Sardella,Belgium,RSC Anderlecht,DF,Right_Back,72,74,38,67,73,67,64
manpritsarkaria_AUS,Manprit Sarkaria,Austria,SK Sturm Graz,FW,Striker,72,82,72,71,74,36,71
kevinschade_GER,Kevin Schade,Germany,Brentford,FW,Left_Winger,72,94,65,59,73,29,64
kjellscherpen_NET,Kjell Scherpen,Netherlands,SK Sturm Graz,GK,Goalkeeper,72,76,67,70,73,41,72
andreasschjelderup_NOR,Andreas Schjelderup,Norway,SL Benfica,FW,Left_Winger,72,78,66,65,77,35,54
jeanmichaelseri_COT,Jean Michael Seri,Cote d'Ivoire,Al Orobah,MF,Defensive_Midfielder,72,56,65,76,73,66,64
eldorshomurodov_UZB,Eldor Shomurodov,Uzbekistan,AS Roma,FW,Striker,72,76,70,64,73,39,66
andreluis_BRA,Andre Luis,Brazil,Shanghai Shenhua,FW,Striker,72,75,71,60,69,24,71
giulianosimeone_ARG,Giuliano Simeone,Argentina,Atlético de Madrid,FW,Striker,72,82,69,58,70,26,79
hugosiquet_BEL,Hugo Siquet,Belgium,Club Brugge,MF,Side_Midfielder,72,75,59,75,71,65,67
songminkyu_KOR,Song Min Kyu,"Korea, South",Jeonbuk Hyundai,MF,Attacking_Midfielder,72,83,70,67,72,38,76
madsbechsorensen_DEN,Mads Bech Sorensen,Denmark,FC Midtjylland,DF,Centre_Back,72,53,43,56,61,73,75
djedspence_ENG,Djed Spence,England,Spurs,DF,Right_Back,72,86,43,60,74,67,60
markostamenic_NEW,Marko Stamenic,New Zealand,Olympiacos FC,MF,Defensive_Midfielder,72,67,60,68,72,66,75
jarnesteuckers_BEL,Jarne Steuckers,Belgium,KRC Genk,MF,Attacking_Midfielder,72,71,71,73,72,40,62
mariostroeykens_BEL,Mario Stroeykens,Belgium,RSC Anderlecht,MF,Attacking_Midfielder,72,74,69,68,74,42,67
issiagasylla_GUI,Issiaga Sylla,Guinea,Montpellier,DF,Left_Back,72,68,61,67,67,68,73
abakarsylla_COT,Abakar Sylla,Cote d'Ivoire,Strasbourg,DF,Centre_Back,72,70,30,56,68,70,76
shogotaniguchi_JAP,Shogo Taniguchi,Japan,STVV,DF,Centre_Back,72,62,45,60,60,75,73
chiquinho_POR,Chiquinho,Portugal,RCD Mallorca,FW,Left_Winger,72,87,66,65,75,34,58
caspertengstedt_DEN,Casper Tengstedt,Denmark,Hellas Verona,FW,Striker,72,83,70,63,68,36,71
gastontogni_ARG,Gaston Togni,Argentina,Defensa,MF,Side_Midfielder,72,75,70,70,72,63,69
isaaktoure_FRA,Isaak Toure,France,Udinese,DF,Centre_Back,72,66,30,51,55,69,84
elbilaltoure_MAL,El Bilal Toure,Mali,VfB Stuttgart,FW,Striker,72,71,72,61,71,23,63
abdoulayetoure_GUI,Abdoulaye Toure,Guinea,Havre AC,MF,Defensive_Midfielder,72,43,58,62,61,71,78
androstownsend_ENG,Andros Townsend,England,Luton Town,MF,Attacking_Midfielder,72,66,73,74,74,38,59
williamtroost-ekong_NIG,William Troost-Ekong,Nigeria,Al Kholood,DF,Centre_Back,72,58,32,44,44,72,77
austontrusty_UNI,Auston Trusty,United States,Celtic,DF,Centre_Back,72,76,47,56,61,70,80
canuzun_TUR,Can Uzun,Turkey,Frankfurt,MF,Attacking_Midfielder,72,70,72,65,75,24,63
nicolasvalentini_ARG,Nicolas Valentini,Argentina,Boca Juniors,DF,Centre_Back,72,73,32,54,62,72,74
hendrikvancrombrugge_BEL,Hendrik Van Crombrugge,Belgium,KRC Genk,GK,Goalkeeper,72,71,72,76,69,37,76
charlesvanhoutte_BEL,Charles Vanhoutte,Belgium,R. Union St.-G.,MF,Central_Midfielder,72,57,61,64,72,68,77
dantevanzeir_BEL,Dante Vanzeir,Belgium,Red Bulls,FW,Striker,72,84,70,69,73,38,72
juanpablovargas_COS,Juan Pablo Vargas,Costa Rica,Millonarios,DF,Centre_Back,72,51,24,44,48,72,77
nickviergever_NET,Nick Viergever,Netherlands,FC Utrecht,DF,Centre_Back,72,70,54,64,66,72,73
dannyward_WAL,Danny Ward,Wales,Leicester City,GK,Goalkeeper,72,72,71,68,72,46,70
mikiyamane_JAP,Miki Yamane,Japan,LA Galaxy,DF,Right_Back,72,77,61,65,65,68,74
yoonbitgaram_KOR,Yoon Bit Garam,"Korea, South",Suwon FC,MF,Central_Midfielder,72,67,66,74,71,58,68
etienneyoutekinkoue_FRA,Etienne Youte Kinkoue,France,Havre AC,DF,Centre_Back,72,61,31,50,48,70,78
alhassanyusuf_NIG,Alhassan Yusuf,Nigeria,New England,MF,Defensive_Midfielder,72,76,59,67,73,67,76
kevinzenon_ARG,Kevin Zenon,Argentina,Boca Juniors,MF,Side_Midfielder,72,83,64,72,73,63,65
aliabdi_TUN,Ali Abdi,Tunisia,OGC Nice,DF,Left_Back,71,89,60,66,71,62,76
matthisabline_FRA,Matthis Abline,France,FC Nantes,FW,Striker,71,77,72,56,72,24,55
kellynacosta_UNI,Kellyn Acosta,United States,Chicago Fire FC,MF,Central_Midfielder,71,74,67,71,71,66,76
lucasacosta_ARG,Lucas Acosta,Argentina,Sarmiento,GK,Goalkeeper,71,70,71,70,73,60,72
goncaloborges_POR,Goncalo Borges,Portugal,FC Porto,MF,Side_Midfielder,71,85,58,62,75,26,55
carlosalvarez_SPA,Carlos Alvarez,Spain,Levante UD,MF,Side_Midfielder,71,69,69,67,76,36,56
lucaslima_BRA,Lucas Lima,Brazil,Başakşehir,DF,Left_Back,71,72,57,70,70,65,74
andresandrade_PAN,Andres Andrade,Panama,LASK,DF,Centre_Back,71,74,51,61,65,71,79
frankoandrijasevic_CRO,Franko Andrijasevic,Croatia,Zhejiang Pro,MF,Attacking_Midfielder,71,70,71,67,69,56,80
finnazaz_IRE,Finn Azaz,Ireland,Middlesbrough,MF,Attacking_Midfielder,71,74,67,69,72,57,66
baejunho_KOR,Bae Jun Ho,"Korea, South",Stoke City,MF,Side_Midfielder,71,71,61,68,73,36,55
benibaningime_CON,Beni Baningime,Congo,Hearts,MF,Defensive_Midfielder,71,48,52,63,70,69,68
italo_BRA,Italo,Brazil,Jeju United,MF,Central_Midfielder,71,70,65,67,70,68,82
juanbarinaga_ARG,Juan Barinaga,Argentina,Boca Juniors,DF,Right_Back,71,71,48,64,65,68,71
enzobarrenechea_ARG,Enzo Barrenechea,Argentina,Valencia CF,MF,Defensive_Midfielder,71,57,63,68,71,62,69
connorbarron_SCO,Connor Barron,Scotland,Rangers,MF,Central_Midfielder,71,69,60,71,68,67,75
dominikbaumgartner_AUS,Dominik Baumgartner,Austria,Wolfsberger AC,DF,Centre_Back,71,70,35,53,52,71,77
chrisbedia_COT,Chris Bedia,Cote d'Ivoire,Hull City,FW,Striker,71,68,71,54,67,33,78
amari'ibell_JAM,Amari'i Bell,Jamaica,Luton Town,DF,Centre_Back,71,75,50,60,67,71,73
mohamedbelloumi_ALG,Mohamed Belloumi,Algeria,Hull City,FW,Right_Winger,71,77,66,67,73,39,54
robertberic_SLO,Robert Beric,Slovenia,Changchun Yatai,FW,Striker,71,56,71,63,66,38,79
nahirbesara_SWE,Nahir Besara,Sweden,Hammarby IF,MF,Attacking_Midfielder,71,66,70,72,68,44,69
madsbidstrup_DEN,Mads Bidstrup,Denmark,RB Salzburg,MF,Central_Midfielder,71,70,55,69,72,72,75
uranbislimi_SWI,Uran Bislimi,Switzerland,FC Lugano,MF,Central_Midfielder,71,69,66,69,73,64,72
lautaroblanco_ARG,Lautaro Blanco,Argentina,Boca Juniors,DF,Left_Back,71,78,46,64,69,63,69
martinboyle_AUS,Martin Boyle,Australia,Hibernian,MF,Side_Midfielder,71,88,69,62,71,44,60
volodymyrbrazhko_UKR,Volodymyr Brazhko,Ukraine,Dynamo Kyiv,MF,Defensive_Midfielder,71,65,64,67,67,68,71
brandonbye_UNI,Brandon Bye,United States,New England,DF,Right_Back,71,77,58,61,65,68,73
facundocambeses_ARG,Facundo Cambeses,Argentina,Racing Club,GK,Goalkeeper,71,73,67,62,75,52,69
omarcampos_MEX,Omar Campos,Mexico,LAFC,DF,Left_Back,71,80,60,64,72,66,61
adalbertocarrasquilla_PAN,Adalberto Carrasquilla,Panama,Houston Dynamo,MF,Central_Midfielder,71,73,63,66,78,60,69
cesarecasadei_ITA,Cesare Casadei,Italy,Chelsea,MF,Central_Midfielder,71,66,69,70,70,65,70
eirancashin_IRE,Eiran Cashin,Ireland,Derby County,DF,Centre_Back,71,58,35,56,60,69,81
romancelentano_UNI,Roman Celentano,United States,FC Cincinnati,GK,Goalkeeper,71,72,67,66,71,21,72
yimmichara_COL,Yimmi Chara,Colombia,Junior,MF,Side_Midfielder,71,86,65,61,73,49,68
choijun_KOR,Choi Jun,"Korea, South",FC Seoul,DF,Right_Back,71,79,50,66,67,63,72
michaelcooper_ENG,Michael Cooper,England,Sheffield Utd,GK,Goalkeeper,71,70,69,67,74,32,71
enzocopetti_ARG,Enzo Copetti,Argentina,Rosario Central,FW,Striker,71,79,68,63,68,49,78
diegocoppola_ITA,Diego Coppola,Italy,Hellas Verona,DF,Centre_Back,71,53,40,55,50,73,65
soumailacoulibaly_FRA,Soumaila Coulibaly,France,Stade Brestois,DF,Centre_Back,71,86,36,54,65,68,79
diogogoncalves_POR,Diogo Goncalves,Portugal,Real Salt Lake,MF,Central_Midfielder,71,82,71,72,74,61,69
odaydabbagh_PAL,Oday Dabbagh,Palestine,Sp. Charleroi,FW,Striker,71,73,72,58,67,35,75
bendavies_ENG,Ben Davies,England,Birmingham City,DF,Centre_Back,71,66,39,59,64,72,72
fernandodepaul_CHI,Fernando De Paul,Chile,Colo-Colo,GK,Goalkeeper,71,72,64,65,73,40,70
liamdelap_ENG,Liam Delap,England,Ipswich,FW,Striker,71,76,70,58,70,29,74
markdelgado_UNI,Mark Delgado,United States,LA Galaxy,MF,Defensive_Midfielder,71,67,52,66,66,65,70
mathiasdelorge_BEL,Mathias Delorge,Belgium,KAA Gent,MF,Central_Midfielder,71,63,59,71,68,61,70
marcodicesare_ARG,Marco Di Cesare,Argentina,Racing Club,DF,Centre_Back,71,52,31,44,43,74,75
matteodigiusto_SWI,Matteo Di Giusto,Switzerland,FC Winterthur,MF,Attacking_Midfielder,71,78,65,69,75,30,53
senydieng_SEN,Seny Dieng,Senegal,Middlesbrough,GK,Goalkeeper,71,70,67,69,74,40,67
elhadjimalickdiouf_SEN,El Hadji Malick Diouf,Senegal,Slavia Praha,DF,Left_Back,71,78,58,64,69,67,71
moussadjenepo_MAL,Moussa Djenepo,Mali,Antalyaspor,MF,Side_Midfielder,71,79,67,64,78,39,63
kierandowell_ENG,Kieran Dowell,England,Rangers,MF,Attacking_Midfielder,71,63,70,71,73,40,55
denisdragus_ROM,Denis Dragus,Romania,Trabzonspor,FW,Striker,71,80,70,56,75,19,71
radedugalic_SER,Rade Dugalic,Serbia,SZ Peng City,DF,Centre_Back,71,43,49,54,41,71,82
jean-kevinduverne_HAI,Jean-Kevin Duverne,Haiti,FC Nantes,DF,Left_Back,71,60,38,62,67,72,73
josheccles_ENG,Josh Eccles,England,Coventry City,MF,Defensive_Midfielder,71,71,53,67,67,70,69
claudioecheverri_ARG,Claudio Echeverri,Argentina,River Plate,MF,Attacking_Midfielder,71,87,62,67,79,35,44
souffianelkarouani_MOR,Souffian El Karouani,Morocco,FC Utrecht,DF,Left_Back,71,70,43,67,71,65,67
zakariaelouahdi_MOR,Zakaria El Ouahdi,Morocco,KRC Genk,DF,Right_Back,71,73,55,67,75,62,58
erenelmali_TUR,Eren Elmali,Turkey,Trabzonspor,DF,Left_Back,71,80,40,62,69,66,75
maximilianentrup_AUS,Maximilian Entrup,Austria,LASK,FW,Striker,71,71,73,55,67,28,71
christianfassnacht_SWI,Christian Fassnacht,Switzerland,Norwich,MF,Side_Midfielder,71,76,66,67,72,36,69
clayton_BRA,Clayton,Brazil,Rio Ave FC,FW,Striker,71,71,74,61,65,24,70
cristopherfiermarin_URU,Cristopher Fiermarin,Uruguay,Defensa,GK,Goalkeeper,71,68,69,66,71,22,72
dominikfitz_AUS,Dominik Fitz,Austria,FK Austria Wien,MF,Attacking_Midfielder,71,76,68,73,70,33,58
matiasgalarza_ARG,Matias Galarza,Argentina,Talleres,MF,Defensive_Midfielder,71,69,57,68,74,64,70
omrigandelman_ISR,Omri Gandelman,Israel,KAA Gent,MF,Defensive_Midfielder,71,63,65,62,67,72,74
nicholasgioacchini_UNI,Nicholas Gioacchini,United States,FC Cincinnati,FW,Striker,71,81,71,57,71,29,72
marlongomes_BRA,Marlon Gomes,Brazil,Shakhtar Donetsk,MF,Central_Midfielder,71,74,64,69,73,62,64
juliangreen_UNI,Julian Green,United States,Fürth,MF,Attacking_Midfielder,71,71,68,68,75,33,62
johanneshandl_AUS,Johannes Handl,Austria,FK Austria Wien,DF,Centre_Back,71,55,30,44,45,70,82
niklashedl_AUS,Niklas Hedl,Austria,SK Rapid,GK,Goalkeeper,71,73,70,65,73,29,69
aaronherrera_GUA,Aaron Herrera,Guatemala,D.C. United,DF,Right_Back,71,71,49,69,70,67,75
ryanhollingshead_UNI,Ryan Hollingshead,United States,LAFC,DF,Right_Back,71,49,64,66,70,70,81
hwanginjae_KOR,Hwang In Jae,"Korea, South",Pohang Steelers,GK,Goalkeeper,71,72,68,63,75,26,66
matheusjussa_BRA,Matheus Jussa,Brazil,Shanghai Port FC,MF,Defensive_Midfielder,71,65,55,63,67,68,78
ryotaroito_JAP,Ryotaro Ito,Japan,STVV,MF,Central_Midfielder,71,81,71,66,72,56,63
danieliversen_DEN,Daniel Iversen,Denmark,Leicester City,GK,Goalkeeper,71,71,70,67,71,45,69
abliejallow_GAM,Ablie Jallow,Gambia,FC Metz,MF,Side_Midfielder,71,78,67,67,75,34,46
junghoyeon_KOR,Jung Ho Yeon,"Korea, South",GwangJu FC,MF,Central_Midfielder,71,66,54,63,73,62,75
christiankabasele_BEL,Christian Kabasele,Belgium,Udinese,DF,Centre_Back,71,50,50,51,59,71,71
ahmetcankaplan_TUR,Ahmetcan Kaplan,Turkey,Ajax,DF,Centre_Back,71,64,30,57,57,71,70
floriankastenmeier_GER,Florian Kastenmeier,Germany,Düsseldorf,GK,Goalkeeper,71,72,65,67,74,26,70
edokayembe_CON,Edo Kayembe,Congo,Watford,MF,Defensive_Midfielder,71,72,63,67,68,67,78
michaelkayode_ITA,Michael Kayode,Italy,Fiorentina,DF,Right_Back,71,65,35,56,71,72,58
gyranokerk_SUR,Gyrano Kerk,Suriname,Royal Antwerp FC,MF,Side_Midfielder,71,84,70,62,71,35,72
kimdaewon_KOR,Kim Dae Won,"Korea, South",Gimcheon Sangmu,MF,Side_Midfielder,71,87,68,66,72,29,70
koseungbeom_KOR,Ko Seung Beom,"Korea, South",Ulsan Hyundai,MF,Central_Midfielder,71,72,60,68,71,66,78
jean-philippekrasso_COT,Jean-Philippe Krasso,Cote d'Ivoire,Paris FC,FW,Striker,71,66,71,63,71,21,69
saelkumbedi_FRA,Sael Kumbedi,France,OL,DF,Right_Back,71,82,42,62,72,65,62
berkankutlu_TUR,Berkan Kutlu,Turkey,Galatasaray,MF,Central_Midfielder,71,78,63,62,68,71,77
jordanlarsson_SWE,Jordan Larsson,Sweden,F.C. København,FW,Right_Winger,71,81,70,68,72,34,70
richielaryea_CAN,Richie Laryea,Canada,Toronto FC,DF,Right_Back,71,83,61,65,74,65,72
emmanuellattelath_COT,Emmanuel Latte Lath,Cote d'Ivoire,Middlesbrough,FW,Striker,71,91,69,59,73,37,65
leeyeongjae_KOR,Lee Yeong Jae,"Korea, South",Jeonbuk Hyundai,MF,Central_Midfielder,71,75,62,69,73,58,69
felixlemarechal_FRA,Felix Lemarechal,France,Strasbourg,MF,Attacking_Midfielder,71,65,57,73,72,61,68
luisguilherme_BRA,Luis Guilherme,Brazil,West Ham,MF,Side_Midfielder,71,76,62,64,75,33,57
sabalobjanidze_GEO,Saba Lobjanidze,Georgia,Atlanta United,FW,Right_Winger,71,82,66,66,74,25,55
pascalloretz_SWI,Pascal Loretz,Switzerland,FC Luzern,GK,Goalkeeper,71,70,69,67,72,43,70
ramiromacagno_ARG,Ramiro Macagno,Argentina,Newell's,GK,Goalkeeper,71,73,70,67,71,30,69
madsemilmadsen_DEN,Mads Emil Madsen,Denmark,AGF,MF,Central_Midfielder,71,67,61,70,72,67,76
joshmaja_NIG,Josh Maja,Nigeria,West Brom,FW,Striker,71,76,72,62,71,28,63
danielmaldini_ITA,Daniel Maldini,Italy,Monza,MF,Attacking_Midfielder,71,66,68,70,74,40,50
rafamarin_SPA,Rafa Marin,Spain,SSC Napoli,DF,Centre_Back,71,67,28,58,57,71,72
gastonmartirena_URU,Gaston Martirena,Uruguay,Racing Club,DF,Right_Back,71,82,64,67,68,65,60
rabbimatondo_WAL,Rabbi Matondo,Wales,Rangers,MF,Side_Midfielder,71,92,66,63,72,38,52
flavio_BRA,Flavio,Brazil,Al Taawoun,MF,Defensive_Midfielder,71,67,55,64,64,68,75
joemendes_SWE,Joe Mendes,Sweden,FC Basel 1893,DF,Right_Back,71,85,40,60,73,65,62
maikelmesa_SPA,Maikel Mesa,Spain,CD Tenerife,MF,Attacking_Midfielder,71,69,73,67,71,65,83
svenmichel_GER,Sven Michel,Germany,SC Paderborn 07,FW,Striker,71,69,73,66,74,34,72
kamalmiller_CAN,Kamal Miller,Canada,Portland Timbers,DF,Centre_Back,71,76,48,60,63,69,80
santiagomoreno_COL,Santiago Moreno,Colombia,Portland Timbers,MF,Side_Midfielder,71,83,66,61,76,51,56
raulmoro_SPA,Raul Moro,Spain,R. Valladolid CF,MF,Side_Midfielder,71,82,61,66,77,27,35
jordanmorris_UNI,Jordan Morris,United States,Sounders FC,FW,Striker,71,82,66,61,66,38,78
arbnormuja_ALB,Arbnor Muja,Albania,Samsunspor,MF,Side_Midfielder,71,89,67,64,72,46,66
adamonagalo_BUR,Adamo Nagalo,Burkina Faso,PSV,DF,Centre_Back,71,70,29,55,62,70,77
paulnebel_GER,Paul Nebel,Germany,1. FSV Mainz 05,MF,Attacking_Midfielder,71,76,62,66,76,38,59
ivannevistic_CRO,Ivan Nevistic,Croatia,Dinamo Zagreb,GK,Goalkeeper,71,71,68,69,75,38,70
yvanneyou_CAM,Yvan Neyou,Cameroon,CD Leganés,MF,Defensive_Midfielder,71,65,60,64,75,69,70
olivierntcham_CAM,Olivier Ntcham,Cameroon,Samsunspor,MF,Central_Midfielder,71,67,69,73,75,63,73
raphaelobermair_PHI,Raphael Obermair,Philippines,SC Paderborn 07,MF,Side_Midfielder,71,83,64,66,70,65,72
masayaokugawa_JAP,Masaya Okugawa,Japan,FC Augsburg,MF,Side_Midfielder,71,76,63,67,74,43,44
cristianolivera_URU,Cristian Olivera,Uruguay,LAFC,FW,Right_Winger,71,85,65,62,76,36,48
andrewomobamidele_IRE,Andrew Omobamidele,Ireland,Nott'm Forest,DF,Centre_Back,71,71,27,52,56,71,75
jacobondrejka_SWE,Jacob Ondrejka,Sweden,Royal Antwerp FC,MF,Side_Midfielder,71,79,66,69,73,46,60
brunoonyemaechi_NIG,Bruno Onyemaechi,Nigeria,Boavista FC,DF,Left_Back,71,81,42,58,63,69,72
jeromeopoku_GHA,Jerome Opoku,Ghana,Başakşehir,DF,Centre_Back,71,58,43,52,58,72,80
darioosorio_CHI,Dario Osorio,Chile,FC Midtjylland,MF,Side_Midfielder,71,79,65,65,73,41,62
aihamousou_SYR,Aiham Ousou,Syria,Sp. Charleroi,DF,Centre_Back,71,76,31,59,67,70,74
elishaowusu_GHA,Elisha Owusu,Ghana,AJ Auxerre,MF,Defensive_Midfielder,71,60,53,64,68,67,69
kennethpaal_SUR,Kenneth Paal,Suriname,QPR,DF,Left_Back,71,81,51,68,72,65,72
maartenpaes_IND,Maarten Paes,Indonesia,FC Dallas,GK,Goalkeeper,71,72,66,68,74,31,70
nathanpatterson_SCO,Nathan Patterson,Scotland,Everton,DF,Right_Back,71,75,46,60,69,69,70
matheuspereira_BRA,Matheus Pereira,Brazil,SD Eibar,MF,Defensive_Midfielder,71,67,64,69,75,66,70
maximoperrone_ARG,Maximo Perrone,Argentina,Como,MF,Central_Midfielder,71,68,54,66,74,68,69
immanuelpherai_SUR,Immanuel Pherai,Suriname,Hamburger SV,MF,Attacking_Midfielder,71,79,59,66,76,38,55
robertopiccoli_ITA,Roberto Piccoli,Italy,Cagliari,FW,Striker,71,67,72,54,65,34,66
lorenzopirola_ITA,Lorenzo Pirola,Italy,Olympiacos FC,DF,Centre_Back,71,64,42,52,58,72,64
rodolfopizarro_MEX,Rodolfo Pizarro,Mexico,AEK Athens,MF,Side_Midfielder,71,75,64,67,73,50,64
anthonyracioppi_SWI,Anthony Racioppi,Switzerland,Hull City,GK,Goalkeeper,71,73,68,65,71,30,69
anthonyralston_SCO,Anthony Ralston,Scotland,Celtic,DF,Right_Back,71,76,59,69,69,64,78
largieramazani_BEL,Largie Ramazani,Belgium,Leeds United,MF,Side_Midfielder,71,87,64,62,75,33,57
rayanraveloson_MAD,Rayan Raveloson,Madagascar,AJ Auxerre,MF,Defensive_Midfielder,71,73,66,65,72,69,76
bryanreynolds_UNI,Bryan Reynolds,United States,KVC Westerlo,DF,Right_Back,71,70,47,64,69,66,74
emilriis_DEN,Emil Riis,Denmark,Preston,FW,Striker,71,73,73,54,67,28,71
alexanderring_FIN,Alexander Ring,Finland,Austin FC,MF,Defensive_Midfielder,71,67,66,67,69,68,74
braianromero_ARG,Braian Romero,Argentina,Vélez Sarsfield,FW,Striker,71,84,69,63,75,54,75
kyerowles_AUS,Kye Rowles,Australia,Hearts,DF,Centre_Back,71,64,24,46,47,72,76
eliassaad_TUN,Elias Saad,Tunisia,FC St. Pauli,FW,Left_Winger,71,74,65,65,77,33,56
pablosabbag_SYR,Pablo Sabbag,Syria,Alianza Lima,FW,Striker,71,61,76,50,64,32,70
emmanuelsabbi_UNI,Emmanuel Sabbi,United States,Havre AC,MF,Side_Midfielder,71,90,65,62,73,38,59
borjasainz_SPA,Borja Sainz,Spain,Norwich,MF,Side_Midfielder,71,80,67,66,72,40,56
jamessands_UNI,James Sands,United States,New York City FC,MF,Defensive_Midfielder,71,51,50,61,66,69,72
joansastre_SPA,Joan Sastre,Spain,PAOK FC,DF,Right_Back,71,77,42,59,68,68,65
matthiasseidl_AUS,Matthias Seidl,Austria,SK Rapid,MF,Attacking_Midfielder,71,67,70,69,71,36,62
adriansemper_CRO,Adrian Semper,Croatia,Pisa,GK,Goalkeeper,71,72,68,66,72,31,70
reis_BRA,Reis,Brazil,Jeju United,FW,Left_Winger,71,81,66,64,74,33,60
ellissimms_ENG,Ellis Simms,England,Coventry City,FW,Striker,71,74,71,53,66,34,77
mattesmets_BEL,Matte Smets,Belgium,KRC Genk,DF,Centre_Back,71,67,33,64,65,73,73
danilo_BRA,Danilo,Brazil,1. FC Nürnberg,DF,Left_Back,71,71,59,64,72,69,70
santiagosolari_ARG,Santiago Solari,Argentina,Racing Club,MF,Side_Midfielder,71,79,66,65,72,38,62
yirasor_NIG,Yira Sor,Nigeria,KRC Genk,FW,Striker,71,90,70,63,75,37,58
harrysouttar_AUS,Harry Souttar,Australia,Sheffield Utd,DF,Centre_Back,71,46,28,51,55,70,78
daynest.clair_CAN,Dayne St. Clair,Canada,Minnesota United,GK,Goalkeeper,71,71,66,56,76,27,70
kamaldeensulemana_GHA,Kamaldeen Sulemana,Ghana,Southampton,FW,Left_Winger,71,93,65,63,75,28,60
ibrahimsulemana_GHA,Ibrahim Sulemana,Ghana,Bergamo Calcio,MF,Defensive_Midfielder,71,71,62,64,68,69,72
samsurridge_ENG,Sam Surridge,England,Nashville SC,FW,Striker,71,64,71,56,68,28,70
gastonsuso_ARG,Gaston Suso,Argentina,Platense,DF,Centre_Back,71,49,41,52,51,72,75
zionsuzuki_JAP,Zion Suzuki,Japan,Parma,GK,Goalkeeper,71,71,68,71,76,56,67
cesartarrega_SPA,Cesar Tarrega,Spain,Valencia CF,DF,Centre_Back,71,63,40,52,52,71,73
aleksaterzic_SER,Aleksa Terzic,Serbia,RB Salzburg,DF,Left_Back,71,82,45,59,70,66,62
tannertessmann_UNI,Tanner Tessmann,United States,OL,MF,Defensive_Midfielder,71,61,56,68,69,67,78
cedricteuchert_GER,Cedric Teuchert,Germany,St. Louis CITY SC,FW,Striker,71,70,72,60,73,35,65
lukethomas_ENG,Luke Thomas,England,Leicester City,DF,Left_Back,71,75,42,64,68,68,69
timothytillman_UNI,Timothy Tillman,United States,LAFC,MF,Central_Midfielder,71,75,56,67,75,54,68
nouhou_CAM,Nouhou,Cameroon,Sounders FC,DF,Left_Back,71,87,36,52,60,68,82
mamadoutraore_MAL,Mamadou Traore,Mali,Beijing FC,DF,Centre_Back,71,44,32,56,54,71,75
nathantrott_ENG,Nathan Trott,England,F.C. København,GK,Goalkeeper,71,71,70,69,72,40,70
scotttwine_ENG,Scott Twine,England,Bristol City,MF,Side_Midfielder,71,78,69,70,72,55,53
mosesusor_NIG,Moses Usor,Nigeria,LASK,MF,Side_Midfielder,71,90,65,64,73,38,67
etiennevaessen_SUR,Etienne Vaessen,Suriname,FC Groningen,GK,Goalkeeper,71,71,69,66,75,63,71
georgiosvagiannidis_GRE,Georgios Vagiannidis,Greece,Panathinaikos,DF,Right_Back,71,79,47,64,67,65,66
nunosantos_POR,Nuno Santos,Portugal,Vitória SC,MF,Central_Midfielder,71,76,68,68,72,66,67
zenovandenbosch_BEL,Zeno Van Den Bosch,Belgium,Royal Antwerp FC,DF,Centre_Back,71,60,27,64,51,72,70
kristoffervelde_NOR,Kristoffer Velde,Norway,Olympiacos FC,MF,Side_Midfielder,71,80,67,65,73,43,63
calvinverdonk_IND,Calvin Verdonk,Indonesia,N.E.C. Nijmegen,DF,Left_Back,71,79,58,66,66,68,69
carlosvicente_SPA,Carlos Vicente,Spain,D. Alavés,MF,Side_Midfielder,71,81,67,66,69,31,56
paulinho_BRA,Paulinho,Brazil,FC Midtjylland,DF,Left_Back,71,83,65,67,71,64,67
andresvombergar_SLO,Andres Vombergar,Slovenia,San Lorenzo,FW,Striker,71,71,68,60,64,33,78
timonweiner_GER,Timon Weiner,Germany,Holstein Kiel,GK,Goalkeeper,71,74,67,66,72,50,70
brianwhite_UNI,Brian White,United States,Whitecaps FC,FW,Striker,71,75,70,55,70,47,72
christianwitzig_SWI,Christian Witzig,Switzerland,FC St. Gallen,MF,Central_Midfielder,71,68,62,71,71,62,69
freddiewoodman_ENG,Freddie Woodman,England,Preston,GK,Goalkeeper,71,73,69,62,73,47,69
rubenyanez_SPA,Ruben Yanez,Spain,R. Sporting,GK,Goalkeeper,71,70,69,64,75,44,69
kelvinyeboah_ITA,Kelvin Yeboah,Italy,Minnesota United,FW,Striker,71,88,69,57,71,24,69
deandreyedlin_UNI,DeAndre Yedlin,United States,FC Cincinnati,DF,Right_Back,71,85,50,59,65,66,73
elieyouan_FRA,Elie Youan,France,Hibernian,MF,Side_Midfielder,71,86,67,62,75,40,62
jacobwidellzetterstrom_SWE,Jacob Widell Zetterstrom,Sweden,Derby County,GK,Goalkeeper,71,78,70,67,75,20,67
ahnhyunbeom_KOR,Ahn Hyun Beom,"Korea, South",Jeonbuk Hyundai,DF,Right_Back,70,90,61,63,69,60,74
anouaraitelhadj_BEL,Anouar Ait El Hadj,Belgium,R. Union St.-G.,MF,Attacking_Midfielder,70,71,63,69,75,44,60
doganalemdar_TUR,Dogan Alemdar,Turkey,Stade Rennais FC,GK,Goalkeeper,70,70,69,69,69,38,71
denisalibec_ROM,Denis Alibec,Romania,Farul Constanța,FW,Striker,70,69,73,68,71,24,78
