Name,Age,Nation,Position,Club,League,Confederation,Billion_KRW,Field,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Name_ID
Jindrich Stanek,29,Czech Republic,Goalkeeper,SK Slavia Prague,Chance_Liga,UEFA,48.8,GK,76,74,71,78,78,36,76,jindrichstanek_CZE
Joachim Andersen,29,Denmark,Centre_Back,Fulham FC,PremierLeague,UEFA,438.8,DF,80,52,57,72,66,79,84,joachimandersen_DEN
Joakim Maehle,28,Denmark,Left_Back,VfL Wolfsburg,Bundesliga,UEFA,227.5,DF,78,76,57,71,74,73,78,joakimmaehle_DEN
Joan Garcia,24,Spain,Goalkeeper,FC Barcelona,LaLiga,UEFA,406.2,GK,76,76,75,70,76,45,74,joangarcia_SPA
Joan Sastre,28,Spain,Right_Back,PAOK Thessaloniki,SuperLeague1,UEFA,21.1,DF,71,77,42,59,68,68,65,joansastre_SPA
Joao Cancelo,31,Portugal,Right_Back,Al-Hilal SFC,Saudi_ProLeague,UEFA,243.8,DF,86,81,73,85,85,80,72,joaocancelo_POR
Joao Felix,25,Portugal,Striker,Chelsea FC,PremierLeague,UEFA,325.0,FW,80,80,78,77,84,40,67,joaofelix_POR
Joao Gamboa,28,Portugal,Defensive_Midfielder,Jeonbuk Hyundai Motors,K_League1,UEFA,9.8,MF,67,65,58,64,64,64,74,joaogamboa_POR
Joao Gomes,24,Brazil,Central_Midfielder,Wolverhampton Wanderers,PremierLeague,CONMEBOL,650.0,MF,78,70,65,72,74,76,75,joaogomes_BRA
Joao Neves,20,Portugal,Defensive_Midfielder,Paris Saint-Germain,Ligue1,UEFA,1300.0,MF,79,81,68,75,80,75,80,joaoneves_POR
Joao Rego,20,Portugal,Attacking_Midfielder,SL Benfica,Liga_Portugal,UEFA,48.8,MF,64,66,55,62,70,54,50,joaorego_POR
Joaquin Garcia,23,Argentina,Right_Back,CA Vélez Sarsfield,Liga_Profesional,CONMEBOL,48.8,DF,72,82,46,65,72,65,73,joaquingarcia_ARG
Joaquin Panichelli,22,Argentina,Striker,Deportivo Alavés,LaLiga,CONMEBOL,113.8,FW,62,54,65,44,57,20,58,joaquinpanichelli_ARG
Joaquin Seys,20,Belgium,Left_Back,Club Brugge KV,Jupiler_ProLeague,UEFA,130.0,DF,62,78,27,51,60,56,52,joaquinseys_BEL
Jobe Bellingham,19,England,Central_Midfielder,Borussia Dortmund,Bundesliga,UEFA,357.5,MF,70,67,67,67,72,64,65,jobebellingham_ENG
Joe Aribo,29,Nigeria,Central_Midfielder,Southampton FC,Championship,CAF,97.5,MF,73,74,64,72,76,66,77,joearibo_NIG
Joe Bell,26,New Zealand,Defensive_Midfielder,Viking FK,Eliteserien,OFC,32.5,MF,67,63,61,66,66,63,78,joebell_NEW
Joe Gauci,25,Australia,Goalkeeper,Aston Villa,PremierLeague,AFC,24.4,GK,68,71,65,60,72,30,64,joegauci_AUS
Joe Gomez,28,England,Centre_Back,Liverpool FC,PremierLeague,UEFA,325.0,DF,80,82,28,71,72,80,79,joegomez_ENG
Joel Chima Fujita,23,Japan,Central_Midfielder,FC St. Pauli,Bundesliga,AFC,48.8,MF,67,67,57,61,65,64,67,joelchimafujita_JAP
Joel Drommel,28,Netherlands,Goalkeeper,Sparta Rotterdam,Eredivisie,UEFA,24.4,GK,73,74,72,76,75,51,71,joeldrommel_NET
Joelinton,28,Brazil,Central_Midfielder,Newcastle United,PremierLeague,CONMEBOL,568.8,MF,82,76,72,76,82,81,89,joelinton_BRA
Joel King,24,Australia,Left_Back,Sydney FC,A_League,AFC,6.5,DF,63,69,33,54,58,56,71,joelking_AUS
Joel Latibeaudiere,25,Jamaica,Centre_Back,Coventry City,Championship,CONCACAF,48.8,DF,70,66,38,58,63,70,74,joellatibeaudiere_JAM
Joel Ordonez,21,Ecuador,Centre_Back,Club Brugge KV,Jupiler_ProLeague,CONMEBOL,455.0,DF,69,67,26,51,54,68,74,joelordonez_ECU
Joel Piroe,25,Netherlands,Striker,Leeds United,PremierLeague,UEFA,292.5,FW,74,64,75,63,71,29,71,joelpiroe_NET
Joel Robles,35,Spain,Goalkeeper,GD Estoril Praia,Liga_Portugal,UEFA,8.1,GK,75,76,73,71,77,50,72,joelrobles_SPA
Joel Ward,35,England,Right_Back,Crystal Palace,PremierLeague,UEFA,8.1,DF,73,51,52,68,65,77,68,joelward_ENG
Joel Waterman,29,Canada,Centre_Back,CF Montréal,MLS,CONCACAF,40.6,DF,67,41,33,58,51,67,73,joelwaterman_CAN
Joe Mendes,22,Sweden,Right_Back,Samsunspor,SuperLig,UEFA,48.8,DF,71,85,40,60,73,65,62,joemendes_SWE
Joe Newell,32,England,Central_Midfielder,Hibernian FC,Scottish_Premiership,UEFA,11.4,MF,70,53,60,71,69,65,76,joenewell_ENG
Joe Rodon,27,Wales,Centre_Back,Leeds United,PremierLeague,UEFA,162.5,DF,75,70,32,51,59,76,77,joerodon_WAL
Joe Rothwell,30,England,Central_Midfielder,Rangers FC,Scottish_Premiership,UEFA,29.2,MF,72,75,65,72,74,62,68,joerothwell_ENG
Joe Scally,22,United States,Right_Back,Borussia Mönchengladbach,Bundesliga,CONCACAF,162.5,DF,74,74,49,64,71,71,72,joescally_UNI
Joe Whitworth,21,England,Goalkeeper,Exeter City,League_One,UEFA,27.6,GK,60,61,57,60,63,24,55,joewhitworth_ENG
Joe Willock,25,England,Central_Midfielder,Newcastle United,PremierLeague,UEFA,357.5,MF,77,77,72,73,80,72,69,joewillock_ENG
Joey Veerman,26,Netherlands,Central_Midfielder,PSV Eindhoven,Eredivisie,UEFA,406.2,MF,81,55,72,85,77,66,72,joeyveerman_NET
Johan Bakayoko,22,Belgium,Right_Winger,RB Leipzig,Bundesliga,UEFA,487.5,FW,79,86,71,70,82,33,63,johanbakayoko_BEL
Johan Manzambi,19,Switzerland,Central_Midfielder,SC Freiburg,Bundesliga,UEFA,130.0,MF,58,69,45,56,62,55,61,johanmanzambi_SWI
Johannes Eggestein,27,Germany,Striker,Austria Vienna,Austria_Bundesliga,UEFA,40.6,FW,70,62,70,69,72,37,62,johanneseggestein_GER
Johannes Handl,27,Austria,Centre_Back,Austria Vienna,Austria_Bundesliga,UEFA,14.6,DF,71,55,30,44,45,70,82,johanneshandl_AUS
Johannes Schenk,22,Germany,Goalkeeper,Preußen Münster,Bundesliga_2,UEFA,29.2,GK,61,59,59,64,65,17,60,johannesschenk_GER
Johan Vasquez,26,Mexico,Centre_Back,Genoa CFC,Serie_A,CONCACAF,227.5,DF,74,61,32,58,57,74,75,johanvasquez_MEX
John Bjorkengren,26,Sweden,Central_Midfielder,Randers FC,Danish_Superligaen,UEFA,27.6,MF,68,80,59,66,68,68,72,johnbjorkengren_SWE
John McGinn,30,Scotland,Central_Midfielder,Aston Villa,PremierLeague,UEFA,260.0,MF,82,68,77,80,82,78,85,johnmcginn_SCO
Johnny Cardoso,23,United States,Central_Midfielder,Atlético de Madrid,LaLiga,CONCACAF,406.2,MF,76,73,66,72,75,75,67,johnnycardoso_UNI
Johnny Russell,35,Scotland,Right_Winger,Real Salt Lake City,MLS,UEFA,8.1,FW,72,75,72,70,74,50,78,johnnyrussell_SCO
John Souttar,28,Scotland,Centre_Back,Rangers FC,Scottish_Premiership,UEFA,65.0,DF,74,73,48,63,70,73,77,johnsouttar_SCO
John Stones,31,England,Centre_Back,Manchester City,PremierLeague,UEFA,406.2,DF,85,69,58,75,79,85,77,johnstones_ENG
John Tolkin,22,United States,Left_Back,Holstein Kiel,Bundesliga_2,CONCACAF,40.6,DF,70,81,46,63,64,65,68,johntolkin_UNI
Jo Hyeon Woo,33,"Korea, South",Goalkeeper,Ulsan HD FC,K_League1,AFC,13.0,GK,75,77,72,62,78,51,73,johyeonwoo_KOR
Jonas Adjetey,21,Ghana,Centre_Back,FC Basel 1893,Swiss_SuperLeague,CAF,130.0,DF,64,70,23,43,45,64,65,jonasadjetey_GHA
Jonas Auer,24,Austria,Left_Back,Rapid Vienna,Austria_Bundesliga,UEFA,24.4,DF,70,77,56,63,65,65,71,jonasauer_AUS
Jonas Martin,35,France,Defensive_Midfielder,Stade Brestois 29,Ligue1,UEFA,9.8,MF,72,44,64,72,67,70,63,jonasmartin_FRA
Jonas Omlin,31,Switzerland,Goalkeeper,Borussia Mönchengladbach,Bundesliga,UEFA,40.6,GK,79,79,77,76,82,52,75,jonasomlin_SWI
Jonas Urbig,21,Germany,Goalkeeper,Bayern Munich,Bundesliga,UEFA,195.0,GK,73,75,71,68,76,32,75,jonasurbig_GER
Jonas Wind,26,Denmark,Striker,VfL Wolfsburg,Bundesliga,UEFA,195.0,FW,78,48,79,72,77,37,78,jonaswind_DEN
Jonathan Burkardt,25,Germany,Striker,Eintracht Frankfurt,Bundesliga,UEFA,568.8,FW,76,75,75,67,78,43,76,jonathanburkardt_GER
Jonathan David,25,Canada,Striker,Juventus FC,Serie_A,CONCACAF,731.2,FW,81,82,81,71,78,34,75,jonathandavid_CAN
Jonathan Fischer,23,Denmark,Goalkeeper,Fredrikstad FK,Eliteserien,UEFA,56.9,GK,62,64,63,62,63,24,65,jonathanfischer_DEN
Jonathan Klinsmann,28,United States,Goalkeeper,Cesena FC,Serie_B,CONCACAF,32.5,GK,64,64,63,64,65,29,64,jonathanklinsmann_UNI
Jonathan Osorio,33,Canada,Central_Midfielder,Toronto FC,MLS,CONCACAF,29.2,MF,72,58,68,70,74,61,65,jonathanosorio_CAN
Jonathan Sirois,24,Canada,Goalkeeper,CF Montréal,MLS,CONCACAF,16.2,GK,68,69,65,55,69,34,69,jonathansirois_CAN
Jonathan Tah,29,Germany,Centre_Back,Bayern Munich,Bundesliga,UEFA,487.5,DF,86,71,38,60,62,86,84,jonathantah_GER
Jon Gorenc Stankovic,29,Slovenia,Defensive_Midfielder,SK Sturm Graz,Austria_Bundesliga,UEFA,65.0,MF,74,44,46,59,66,75,82,jongorencstankovic_SLO
Jonjoe Kenny,28,England,Right_Back,PAOK Thessaloniki,SuperLeague1,UEFA,40.6,DF,72,69,54,65,69,70,71,jonjoekenny_ENG
Jon Martin,19,Spain,Centre_Back,Real Sociedad,LaLiga,UEFA,130.0,DF,58,68,26,37,45,56,64,jonmartin_SPA
Jon Russell,24,Jamaica,Central_Midfielder,Barnsley FC,League_One,CONCACAF,13.8,MF,64,50,59,60,60,63,75,jonrussell_JAM
Joo Min Kyu,35,"Korea, South",Striker,Daejeon Hana Citizen,K_League1,AFC,12.2,FW,74,69,76,56,69,44,81,joominkyu_KOR
Jordan Ayew,33,Ghana,Right_Winger,Leicester City,Championship,CAF,40.6,FW,75,71,73,71,78,57,74,jordanayew_GHA
Jordan Bos,22,Australia,Left_Back,Feyenoord Rotterdam,Eredivisie,AFC,43.9,DF,69,87,58,60,69,61,79,jordanbos_AUS
Jordan Courtney-Perkins,22,Australia,Left_Back,Sydney FC,A_League,AFC,7.3,DF,64,72,44,54,60,63,75,jordancourtney-perkins_AUS
Jordan Henderson,35,England,Defensive_Midfielder,Brentford FC,PremierLeague,UEFA,40.6,MF,80,64,72,81,76,75,78,jordanhenderson_ENG
Jordan James,21,Wales,Central_Midfielder,Stade Rennais FC,Ligue1,UEFA,130.0,MF,68,67,66,65,67,62,68,jordanjames_WAL
Jordan Larsson,28,Sweden,Right_Winger,FC Copenhagen,Danish_Superligaen,UEFA,40.6,FW,71,81,70,68,72,34,70,jordanlarsson_SWE
Jordan Lotomba,26,Switzerland,Right_Back,Feyenoord Rotterdam,Eredivisie,UEFA,105.6,DF,75,78,48,65,72,71,68,jordanlotomba_SWI
Jordan Morris,30,United States,Striker,Seattle Sounders FC,MLS,CONCACAF,65.0,FW,71,82,66,61,66,38,78,jordanmorris_UNI
Jordan Pickford,31,England,Goalkeeper,Everton FC,PremierLeague,UEFA,292.5,GK,83,83,78,88,87,53,80,jordanpickford_ENG
Jordan Teze,25,Netherlands,Right_Back,AS Monaco,Ligue1,UEFA,146.2,DF,78,78,49,70,68,77,78,jordanteze_NET
Jordan Torunarigha,27,Nigeria,Centre_Back,Hamburger SV,Bundesliga,CAF,65.0,DF,74,82,41,63,63,74,76,jordantorunarigha_NIG
Jordan Zemura,25,Zimbabwe,Left_Back,Udinese Calcio,Serie_A,CAF,73.1,DF,68,73,39,59,67,64,59,jordanzemura_ZIM
Jordi Alba,36,Spain,Left_Back,Inter Miami CF,MLS,UEFA,24.4,DF,80,82,70,80,81,72,69,jordialba_SPA
Jordi Valadon,22,Australia,Defensive_Midfielder,Melbourne Victory,A_League,AFC,8.1,MF,57,60,50,54,60,51,42,jordivaladon_AUS
Jordi Vanlerberghe,29,Belgium,Centre_Back,Bröndby IF,Danish_Superligaen,UEFA,32.5,DF,69,59,61,67,63,68,75,jordivanlerberghe_BEL
Jordy Clasie,34,Netherlands,Defensive_Midfielder,AZ Alkmaar,Eredivisie,UEFA,24.4,MF,79,57,64,79,75,72,69,jordyclasie_NET
Jorge Fernandes,28,Portugal,Centre_Back,Al-Fateh SC,Saudi_ProLeague,UEFA,32.5,DF,73,34,34,48,57,74,80,jorgefernandes_POR
Jorgen Strand Larsen,25,Norway,Striker,Wolverhampton Wanderers,PremierLeague,UEFA,487.5,FW,75,77,75,58,69,32,82,jorgenstrandlarsen_NOR
Jorginho,33,Italy,Defensive_Midfielder,CR Flamengo,Brasileiro_SerieA,UEFA,97.5,MF,82,46,67,83,80,73,71,jorginho_ITA
Joris Kayembe,30,Congo,Left_Back,KRC Genk,Jupiler_ProLeague,CAF,48.8,DF,73,79,60,68,73,66,73,joriskayembe_CON
Jorrel Hato,19,Netherlands,Left_Back,Ajax Amsterdam,Eredivisie,UEFA,568.8,DF,73,86,39,66,72,74,70,jorrelhato_NET
Jose Cordoba,24,Panama,Centre_Back,Norwich City,Championship,CONCACAF,78.0,DF,66,71,31,53,61,63,72,josecordoba_PAN
Jose Maria Gimenez,30,Uruguay,Centre_Back,Atlético de Madrid,LaLiga,CONMEBOL,325.0,DF,83,71,46,58,61,85,82,josemariagimenez_URU
Jose Marsa,23,Spain,Centre_Back,KV Mechelen,Jupiler_ProLeague,UEFA,48.8,DF,66,76,30,50,60,65,72,josemarsa_SPA
Joseph Okumu,28,Kenya,Centre_Back,Stade Reims,Ligue2,CAF,113.8,DF,74,78,41,56,63,73,77,josephokumu_KEN
Joseph Rosales,24,Honduras,Left_Back,Minnesota United FC,MLS,CONCACAF,40.6,DF,64,70,44,57,65,59,59,josephrosales_HON
Josep Martinez,27,Spain,Goalkeeper,Inter Milan,Serie_A,UEFA,195.0,GK,75,75,71,67,74,26,76,josepmartinez_SPA
Jose Sa,32,Portugal,Goalkeeper,Wolverhampton Wanderers,PremierLeague,UEFA,113.8,GK,79,80,75,70,81,52,78,josesa_POR
Josh Atencio,23,United States,Defensive_Midfielder,Colorado Rapids,MLS,CONCACAF,40.6,MF,64,64,46,52,54,66,74,joshatencio_UNI
Josha Vagnoman,24,Germany,Right_Back,VfB Stuttgart,Bundesliga,UEFA,162.5,DF,75,87,61,69,73,70,81,joshavagnoman_GER
Josh Brownhill,29,England,Central_Midfielder,Burnley FC,PremierLeague,UEFA,227.5,MF,74,66,70,72,73,72,77,joshbrownhill_ENG
Josh Campbell,25,Scotland,Attacking_Midfielder,Hibernian FC,Scottish_Premiership,UEFA,19.5,MF,65,70,60,62,67,60,73,joshcampbell_SCO
Josh Eccles,25,England,Central_Midfielder,Coventry City,Championship,UEFA,113.8,MF,71,71,53,67,67,70,69,josheccles_ENG
Josh Griffiths,23,England,Goalkeeper,West Bromwich Albion,Championship,UEFA,16.2,GK,64,65,62,61,66,30,62,joshgriffiths_ENG
Josh Maja,26,Nigeria,Striker,West Bromwich Albion,Championship,CAF,162.5,FW,71,76,72,62,71,28,63,joshmaja_NIG
Josh Mulligan,22,Scotland,Side_Midfielder,Hibernian FC,Scottish_Premiership,UEFA,13.0,MF,60,81,57,54,66,57,65,joshmulligan_SCO
Josh Sargent,25,United States,Striker,Norwich City,Championship,CONCACAF,260.0,FW,74,72,73,63,69,48,79,joshsargent_UNI
Joshua Brillante,32,Australia,Defensive_Midfielder,Western Sydney Wanderers,A_League,AFC,6.5,MF,64,47,55,60,62,60,80,joshuabrillante_AUS
Joshua Rawlins,21,Australia,Right_Back,Melbourne Victory,A_League,AFC,5.7,DF,61,72,40,54,59,55,66,joshuarawlins_AUS
Joshua Zirkzee,24,Netherlands,Striker,Manchester United,PremierLeague,UEFA,487.5,FW,79,73,77,72,83,37,73,joshuazirkzee_NET
Josip Stanisic,25,Croatia,Right_Back,Bayern Munich,Bundesliga,UEFA,520.0,DF,77,73,44,65,69,78,74,josipstanisic_CRO
Josip Sutalo,25,Croatia,Centre_Back,Ajax Amsterdam,Eredivisie,UEFA,390.0,DF,77,80,32,61,71,77,77,josipsutalo_CRO
Josko Gvardiol,23,Croatia,Left_Back,Manchester City,PremierLeague,UEFA,1218.8,DF,83,79,69,74,78,83,83,joskogvardiol_CRO
Jovan Mijatovic,20,Serbia,Striker,Oud-Heverlee Leuven,Jupiler_ProLeague,UEFA,48.8,FW,50,54,51,41,51,23,49,jovanmijatovic_SER
Joyskim Dawa,29,Cameroon,Centre_Back,FCSB,Romaina_SuperLiga,CAF,48.8,DF,68,82,45,43,41,66,86,joyskimdawa_CAM
Juan Barinaga,24,Argentina,Right_Back,CA Boca Juniors,Liga_Profesional,CONMEBOL,48.8,DF,71,71,48,64,65,68,71,juanbarinaga_ARG
Juan Foyth,27,Argentina,Right_Back,Villarreal CF,LaLiga,CONMEBOL,243.8,DF,80,71,46,71,72,81,77,juanfoyth_ARG
Juan Gimenez,19,Argentina,Centre_Back,CA Rosario Central,Liga_Profesional,CONMEBOL,48.8,DF,59,57,31,53,43,60,59,juangimenez_ARG
Juan Ignacio Nardoni,23,Argentina,Central_Midfielder,Racing Club,Liga_Profesional,CONMEBOL,178.8,MF,72,74,60,70,73,63,80,juanignacionardoni_ARG
Juan Jesus,34,Brazil,Centre_Back,SSC Napoli,Serie_A,CONMEBOL,24.4,DF,74,60,33,51,60,76,71,juanjesus_BRA
Juan Jose Caceres,25,Paraguay,Right_Back,Dynamo Moscow,Russian_PremierLiga,CONMEBOL,56.9,DF,73,84,45,62,66,70,70,juanjosecaceres_PAR
Juan Jose Perea,25,Colombia,Striker,FC Zürich,Swiss_SuperLeague,CONMEBOL,32.5,FW,67,81,66,57,68,26,69,juanjoseperea_COL
Juanlu Sanchez,21,Spain,Right_Back,Sevilla FC,LaLiga,UEFA,195.0,DF,72,65,59,63,73,69,62,juanlusanchez_SPA
Juan Musso,31,Argentina,Goalkeeper,Atlético de Madrid,LaLiga,CONMEBOL,56.9,GK,79,79,77,73,82,44,81,juanmusso_ARG
Juan Pablo Cozzani,26,Argentina,Goalkeeper,Club Atlético Platense,Liga_Profesional,CONMEBOL,61.8,GK,66,66,68,67,66,49,61,juanpablocozzani_ARG
Juan Pablo Vargas,30,Costa Rica,Centre_Back,Millonarios FC,Liga_Dimayor,CONCACAF,22.8,DF,72,51,24,44,48,72,77,juanpablovargas_COS
Juan Soriano,27,Spain,Goalkeeper,CD Leganés,LaLiga_2,UEFA,16.2,GK,74,74,70,68,76,37,73,juansoriano_SPA
Jude Bellingham,22,England,Attacking_Midfielder,Real Madrid,LaLiga,UEFA,2925.0,MF,90,80,87,83,88,78,83,judebellingham_ENG
Jules Kounde,26,France,Right_Back,FC Barcelona,LaLiga,UEFA,1056.2,DF,85,84,45,70,75,86,80,juleskounde_FRA
Julian Alvarez,25,Argentina,Striker,Atlético de Madrid,LaLiga,CONMEBOL,1625.0,FW,84,85,84,80,85,57,78,julianalvarez_ARG
Julian Araujo,23,Mexico,Right_Back,AFC Bournemouth,PremierLeague,CONCACAF,162.5,DF,74,90,33,62,69,70,75,julianaraujo_MEX
Julian Brandt,29,Germany,Attacking_Midfielder,Borussia Dortmund,Bundesliga,UEFA,406.2,MF,85,71,79,85,86,50,70,julianbrandt_GER
Julian Carranza,25,Argentina,Striker,Feyenoord Rotterdam,Eredivisie,CONMEBOL,81.2,FW,73,71,73,60,71,42,76,juliancarranza_ARG
Julian Fernandez,21,Argentina,Right_Winger,New York City FC,MLS,CONMEBOL,65.0,FW,68,77,63,62,73,38,52,julianfernandez_ARG
Julian Green,30,United States,Central_Midfielder,SpVgg Greuther Fürth,Bundesliga_2,CONCACAF,16.2,MF,71,71,68,68,75,33,62,juliangreen_UNI
Julian Krahl,25,Germany,Goalkeeper,1.FC Kaiserslautern,Bundesliga_2,UEFA,16.2,GK,69,72,67,65,72,31,69,juliankrahl_GER
Julian Quinones,28,Mexico,Striker,Al-Qadsiah FC,Saudi_ProLeague,CONCACAF,195.0,FW,78,88,78,70,78,36,83,julianquinones_MEX
Julian Ryerson,27,Norway,Right_Back,Borussia Dortmund,Bundesliga,UEFA,325.0,DF,79,75,63,70,76,76,80,julianryerson_NOR
Julio Soler,20,Argentina,Left_Back,AFC Bournemouth,PremierLeague,CONMEBOL,130.0,DF,65,82,41,49,62,62,60,juliosoler_ARG
Jung Ho Yeon,24,"Korea, South",Central_Midfielder,Minnesota United FC,MLS,AFC,16.2,MF,71,66,54,63,73,62,75,junghoyeon_KOR
Juninho Bacuna,27,Curacao,Central_Midfielder,Gaziantep FK,SuperLig,CONCACAF,48.8,MF,70,73,68,70,73,64,77,juninhobacuna_CUR
Junior Firpo,28,Dominican Republic,Left_Back,Real Betis Balompié,LaLiga,CONCACAF,130.0,DF,73,73,60,67,69,70,73,juniorfirpo_DOM
Jurrien Timber,24,Netherlands,Right_Back,Arsenal FC,PremierLeague,UEFA,893.8,DF,79,78,47,67,76,80,78,jurrientimber_NET
Justen Glad,28,United States,Centre_Back,Real Salt Lake City,MLS,CONCACAF,40.6,DF,69,69,35,50,50,70,74,justenglad_UNI
Justin Bijlow,27,Netherlands,Goalkeeper,Feyenoord Rotterdam,Eredivisie,UEFA,81.2,GK,77,80,75,77,77,48,74,justinbijlow_NET
Justin Devenny,21,Northern Ireland,Central_Midfielder,Crystal Palace,PremierLeague,UEFA,97.5,MF,60,64,58,60,59,56,65,justindevenny_NOR
Justin Hammel,24,Switzerland,Goalkeeper,Grasshopper Club Zurich,Swiss_SuperLeague,UEFA,40.6,GK,69,69,68,67,74,23,69,justinhammel_SWI
Justin Kluivert,26,Netherlands,Attacking_Midfielder,AFC Bournemouth,PremierLeague,UEFA,568.8,MF,77,88,75,73,81,38,65,justinkluivert_NET
Kaan Ayhan,30,Turkey,Centre_Back,Galatasaray,SuperLig,UEFA,65.0,DF,75,59,53,73,69,77,77,kaanayhan_TUR
Kacper Kozlowski,21,Poland,Attacking_Midfielder,Gaziantep FK,SuperLig,UEFA,68.2,MF,68,68,59,63,74,63,69,kacperkozlowski_POL
Kacper Tobiasz,22,Poland,Goalkeeper,Legia Warszawa,Ekstraklasa,UEFA,32.5,GK,64,64,60,57,68,28,64,kacpertobiasz_POL
Kacper Trelowski,21,Poland,Goalkeeper,Raków Częstochowa,Ekstraklasa,UEFA,65.0,GK,62,62,59,58,64,30,63,kacpertrelowski_POL
Kacper Urbanski,20,Poland,Central_Midfielder,Bologna FC 1909,Serie_A,UEFA,97.5,MF,69,69,62,67,76,49,40,kacperurbanski_POL
Kai Havertz,26,Germany,Striker,Arsenal FC,PremierLeague,UEFA,1056.2,FW,83,77,81,80,82,49,72,kaihavertz_GER
Kaio Cesar,21,Brazil,Right_Winger,Al-Hilal SFC,Saudi_ProLeague,CONMEBOL,81.2,FW,68,85,53,62,75,26,40,kaiocesar_BRA
Kaishu Sano,24,Japan,Defensive_Midfielder,1.FSV Mainz 05,Bundesliga,AFC,325.0,MF,68,71,50,63,71,67,60,kaishusano_JAP
Kai Trewin,24,Australia,Centre_Back,Melbourne City FC,A_League,AFC,12.2,DF,65,66,43,56,58,64,77,kaitrewin_AUS
Kai Wagner,28,Germany,Left_Back,Philadelphia Union,MLS,UEFA,81.2,DF,75,78,50,69,69,70,79,kaiwagner_GER
Kaku,30,Paraguay,Attacking_Midfielder,Al-Ain FC,UAE_ProLeague,CONMEBOL,73.1,MF,79,81,72,81,80,52,64,kaku_PAR
Kalidou Koulibaly,34,Senegal,Centre_Back,Al-Hilal SFC,Saudi_ProLeague,CAF,97.5,DF,84,76,48,64,67,85,84,kalidoukoulibaly_SEN
Kalvin Phillips,29,England,Defensive_Midfielder,Manchester City,PremierLeague,UEFA,195.0,MF,77,58,65,73,73,75,74,kalvinphillips_ENG
Kaly Sene,24,Senegal,Striker,FC Lausanne-Sport,Swiss_SuperLeague,CAF,32.5,FW,70,85,71,62,73,27,68,kalysene_SEN
Kamaldeen Sulemana,23,Ghana,Left_Winger,Atalanta BC,Serie_A,CAF,211.2,FW,71,93,65,63,75,28,60,kamaldeensulemana_GHA
Kamal Miller,28,Canada,Centre_Back,Portland Timbers,MLS,CONCACAF,45.5,DF,71,76,48,60,63,69,80,kamalmiller_CAN
Kamiel Van De Perre,21,Belgium,Central_Midfielder,Union Saint-Gilloise,Jupiler_ProLeague,UEFA,48.8,MF,53,73,39,52,59,41,42,kamielvandeperre_BEL
Kamil Grabara,26,Poland,Goalkeeper,VfL Wolfsburg,Bundesliga,UEFA,227.5,GK,75,76,75,72,76,42,75,kamilgrabara_POL
Kamil Piatkowski,25,Poland,Centre_Back,Red Bull Salzburg,Austria_Bundesliga,UEFA,73.1,DF,73,80,47,64,68,70,82,kamilpiatkowski_POL
Kamory Doumbia,22,Mali,Attacking_Midfielder,Stade Brestois 29,Ligue1,CAF,65.0,MF,73,69,67,70,76,57,59,kamorydoumbia_MAL
Kang Hyeon Mu,30,"Korea, South",Goalkeeper,FC Seoul,K_League1,AFC,8.1,GK,69,69,67,64,71,44,69,kanghyeonmu_KOR
Kang Sang Woo,31,"Korea, South",Left_Back,Ulsan HD FC,K_League1,AFC,12.2,DF,68,77,65,67,69,58,67,kangsangwoo_KOR
Kanya Fujimoto,26,Japan,Attacking_Midfielder,Birmingham City,Championship,AFC,65.0,MF,73,79,67,72,74,52,51,kanyafujimoto_JAP
Karim Benzema,37,France,Striker,Al-Ittihad Club,Saudi_ProLeague,UEFA,113.8,FW,86,77,85,81,84,38,77,karimbenzema_FRA
Karim Konate,21,Cote d'Ivoire,Striker,Red Bull Salzburg,Austria_Bundesliga,CAF,243.8,FW,73,86,70,56,75,40,65,karimkonate_COT
Karim Onisiwo,33,Austria,Striker,Red Bull Salzburg,Austria_Bundesliga,UEFA,13.0,FW,73,75,71,63,71,50,83,karimonisiwo_AUS
Karim Sow,22,Switzerland,Centre_Back,FC Lausanne-Sport,Swiss_SuperLeague,UEFA,81.2,DF,56,52,28,34,31,57,66,karimsow_SWI
Karl Hein,23,Estonia,Goalkeeper,Arsenal FC,PremierLeague,UEFA,48.8,GK,64,61,63,56,66,35,64,karlhein_EST
Karlo Letica,28,Croatia,Goalkeeper,FC Lausanne-Sport,Swiss_SuperLeague,UEFA,19.5,GK,69,69,65,65,70,32,70,karloletica_CRO
Karol Swiderski,28,Poland,Striker,Panathinaikos FC,SuperLeague1,UEFA,73.1,FW,73,64,74,62,71,32,71,karolswiderski_POL
Kasper Dolberg,27,Denmark,Striker,RSC Anderlecht,Jupiler_ProLeague,UEFA,211.2,FW,76,73,78,66,71,30,68,kasperdolberg_DEN
Kasper Hogh,24,Denmark,Striker,FK Bodø/Glimt,Eliteserien,UEFA,130.0,FW,64,77,62,50,62,28,64,kasperhogh_DEN
Kasper Jorgensen,25,Denmark,Right_Back,LASK,Austria_Bundesliga,UEFA,24.4,DF,67,78,45,56,64,59,74,kasperjorgensen_DEN
Kasper Schmeichel,38,Denmark,Goalkeeper,Celtic FC,Scottish_Premiership,UEFA,8.1,GK,80,77,76,79,78,42,80,kasperschmeichel_DEN
