Name,Age,Nation,Position,Club,League,Confederation,Billion_KRW,Field,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Name_ID
Zico Buurmeester,23,Netherlands,Central_Midfielder,AZ Alkmaar,Eredivisie,UEFA,56.9,MF,67,60,60,65,67,61,69,buurmeesterzico
Patrick Schulte,24,United States,Goalkeeper,Columbus Crew,MLS,CONCACAF,56.9,GK,70,69,65,75,71,21,68,patrickschulte
Paul Arriola,30,United States,Right_Winger,Seattle Sounders FC,MLS,CONCACAF,56.9,FW,70,78,64,65,68,61,75,arriolapaul
Miles Robinson,28,United States,Centre_Back,FC Cincinnati,MLS,CONCACAF,56.9,DF,72,82,35,54,67,70,78,milesrobinson
Tarik Tissoudali,32,Morocco,Striker,Khor Fakkan SSC,UAE_ProLeague,CAF,56.9,FW,75,73,75,69,80,37,60,tariktissoudali
Brandon Thomas-Asante,26,Ghana,Striker,Coventry City,Championship,CAF,56.9,FW,70,83,69,58,70,31,74,asantebrandonthomas
Romeo Amane,22,Cote d'Ivoire,Central_Midfielder,Rapid Vienna,Austria_Bundesliga,CAF,56.9,MF,64,80,53,61,70,57,67,amaneromeo
Siyabonga Ngezana,28,South Africa,Centre_Back,FCSB,Romaina_SuperLiga,CAF,56.9,DF,69,73,25,43,55,70,76,ngezanasiyabonga
Bartosz Mrozek,25,Poland,Goalkeeper,Lech Poznan,Ekstraklasa,UEFA,56.9,GK,68,69,67,63,70,38,69,bartoszmrozek
Adrian Semper,27,Croatia,Goalkeeper,Pisa Sporting Club,Serie_A,UEFA,56.9,GK,71,72,68,66,72,31,70,adriansemper
Jean Butez,30,France,Goalkeeper,Como 1907,Serie_A,UEFA,56.9,GK,77,76,76,78,78,49,77,butezjean
Nouhou,28,Cameroon,Left_Back,Seattle Sounders FC,MLS,CAF,56.9,DF,71,87,36,52,60,68,82,nouhou
Siebe Horemans,27,Belgium,Right_Back,FC Utrecht,Eredivisie,UEFA,56.9,DF,68,76,30,58,64,66,76,horemanssiebe
Kristijan Belic,24,Serbia,Defensive_Midfielder,AZ Alkmaar,Eredivisie,UEFA,56.9,MF,72,65,54,67,66,72,74,belickristijan
Keaton Parks,27,United States,Defensive_Midfielder,New York City FC,MLS,CONCACAF,56.9,MF,72,34,62,68,68,68,74,keatonparks
Juan Jose Caceres,25,Paraguay,Right_Back,Dynamo Moscow,Russian_PremierLiga,CONMEBOL,56.9,DF,73,84,45,62,66,70,70,caceresjosejuan
Duvan Zapata,34,Colombia,Striker,Torino FC,Serie_A,CONMEBOL,56.9,FW,83,73,82,64,78,35,88,duvanzapata
Leandro Lozano,26,Uruguay,Right_Back,AA Argentinos Juniors,Liga_Profesional,CONMEBOL,56.9,DF,70,78,56,63,66,65,69,leandrolozano
Kevin Gutierrez,28,Argentina,Defensive_Midfielder,Defensa y Justicia,Liga_Profesional,CONMEBOL,56.9,MF,70,77,60,67,72,63,71,gutierrezkevin
Nicolas Castro,24,Argentina,Attacking_Midfielder,Deportivo Toluca,Liga_MX,CONMEBOL,56.9,MF,69,60,70,70,69,51,56,castronicolas
Lorenzo Amatucci,21,Italy,Defensive_Midfielder,UD Las Palmas,LaLiga_2,UEFA,56.9,MF,60,56,46,60,63,55,50,amatuccilorenzo
DeJuan Jones,28,United States,Left_Back,San Jose Earthquakes,MLS,CONCACAF,56.9,DF,72,82,56,65,70,67,75,dejuanjones
Clinton Mata,32,Angola,Centre_Back,Olympique Lyon,Ligue1,CAF,56.9,DF,76,78,61,68,73,74,77,clintonmata
Ibrahim Sadiq,25,Ghana,Right_Winger,AZ Alkmaar,Eredivisie,CAF,56.9,FW,69,87,64,54,73,33,71,ibrahimsadiq
Grady Diangana,27,Congo,Right_Winger,Without Club,Without_Club,CAF,56.9,FW,72,82,62,66,72,27,58,dianganagrady
Daniel Elfadli,28,Libya,Defensive_Midfielder,Hamburger SV,Bundesliga,CAF,56.9,MF,69,65,52,57,59,70,73,danielelfadli
Pierre-Emerick Aubameyang,36,Gabon,Striker,Without Club,Without_Club,CAF,56.9,FW,82,84,83,72,78,35,63,aubameyangemerickpierre
Kialonda Gaspar,27,Angola,Centre_Back,US Lecce,Serie_A,CAF,56.9,DF,72,64,30,40,54,72,81,gasparkialonda
Jonathan Bamba,29,Cote d'Ivoire,Left_Winger,Chicago Fire FC,MLS,CAF,56.9,FW,77,83,73,73,79,39,67,bambajonathan
Luca Lipani,20,Italy,Defensive_Midfielder,US Sassuolo,Serie_A,UEFA,56.9,MF,66,54,44,63,61,62,61,lipaniluca
Alan Velasco,23,Argentina,Left_Winger,CA Boca Juniors,Liga_Profesional,CONMEBOL,56.9,FW,75,83,68,71,80,52,61,alanvelasco
Gaston Hernandez,27,Argentina,Centre_Back,CA San Lorenzo de Almagro,Liga_Profesional,CONMEBOL,56.9,DF,75,67,37,52,59,76,72,gastonhernandez
Bryan Reynolds,24,United States,Right_Back,KVC Westerlo,Jupiler_ProLeague,CONCACAF,56.9,DF,71,70,47,64,69,66,74,bryanreynolds
Gabriel Slonina,21,United States,Goalkeeper,Chelsea FC,PremierLeague,CONCACAF,56.9,GK,68,70,65,63,70,45,65,gabrielslonina
Nicolas Fonseca,26,Uruguay,Defensive_Midfielder,Club León FC,Liga_MX,CONMEBOL,56.9,MF,72,68,63,72,68,68,72,fonsecanicolas
Cihan Canak,20,Turkey,Right_Winger,Trabzonspor,SuperLig,UEFA,56.9,FW,66,80,58,64,75,39,50,canakcihan
Charlie Hughes,21,England,Centre_Back,Hull City,Championship,UEFA,56.9,DF,67,60,32,51,56,67,70,charliehughes
Max Dean,21,England,Striker,KAA Gent,Jupiler_ProLeague,UEFA,56.9,FW,64,70,64,50,62,26,68,deanmax
Alemao,27,Brazil,Striker,CF Pachuca,Liga_MX,CONMEBOL,56.9,FW,70,74,71,63,68,25,76,alemao
Mehdi Taremi,33,Iran,Striker,Inter Milan,Serie_A,AFC,56.9,FW,80,78,79,75,81,38,73,mehditaremi
Manuel Roffo,25,Argentina,Goalkeeper,Instituto ACC,Liga_Profesional,CONMEBOL,56.9,GK,74,75,72,72,75,23,72,manuelroffo
Damian Szymanski,30,Poland,Defensive_Midfielder,AEK Athens,SuperLeague1,UEFA,56.9,MF,74,70,64,65,68,73,81,damianszymanski
Vasilios Barkas,31,Greece,Goalkeeper,FC Utrecht,Eredivisie,UEFA,56.9,GK,74,74,72,73,75,42,72,barkasvasilios
Dujon Sterling,25,England,Right_Back,Rangers FC,Scottish_Premiership,UEFA,56.9,DF,73,75,51,67,70,71,74,dujonsterling
Calegari,23,Brazil,Right_Back,Eyüpspor,SuperLig,CONMEBOL,56.9,DF,68,81,33,59,67,61,58,calegari
Davie Selke,30,Germany,Striker,Basaksehir FK,SuperLig,UEFA,56.9,FW,73,77,72,54,67,37,77,davieselke
Denis Dragus,26,Romania,Striker,Eyüpspor,SuperLig,UEFA,56.9,FW,71,80,70,56,75,19,71,denisdragus
Jakub Kaluzinski,22,Poland,Defensive_Midfielder,Antalyaspor,SuperLig,UEFA,56.9,MF,65,65,55,64,65,58,61,jakubkaluzinski
Santiago Montiel,24,Argentina,Right_Winger,CA Independiente,Liga_Profesional,CONMEBOL,56.9,FW,73,88,62,70,74,65,66,montielsantiago
Juan Musso,31,Argentina,Goalkeeper,Atlético de Madrid,LaLiga,CONMEBOL,56.9,GK,79,79,77,73,82,44,81,juanmusso
Kevin Mbabu,30,Switzerland,Right_Back,FC Midtjylland,Danish_Superligaen,UEFA,56.9,DF,76,84,51,67,71,73,78,kevinmbabu
Mats Kohlert,27,Germany,Left_Back,Bröndby IF,Danish_Superligaen,UEFA,56.9,DF,72,79,63,72,72,63,68,kohlertmats
Wladimiro Falcone,30,Italy,Goalkeeper,US Lecce,Serie_A,UEFA,56.9,GK,80,83,79,75,84,27,76,falconewladimiro
Milton Gimenez,28,Argentina,Striker,CA Boca Juniors,Liga_Profesional,CONMEBOL,56.9,FW,69,60,72,47,62,28,77,gimenezmilton
Ibe Hautekiet,23,Belgium,Centre_Back,Standard Liège,Jupiler_ProLeague,UEFA,56.9,DF,63,65,33,47,37,64,66,hautekietibe
Cho Gue Sung,27,"Korea, South",Striker,FC Midtjylland,Danish_Superligaen,AFC,56.9,FW,72,78,71,52,68,30,79,choguesung
Hong Hyeon Seok,26,"Korea, South",Attacking_Midfielder,1.FSV Mainz 05,Bundesliga,AFC,56.9,MF,75,72,71,74,76,66,68,honghyeonseok
Razvan Marin,29,Romania,Defensive_Midfielder,AEK Athens,SuperLeague1,UEFA,56.9,MF,75,64,74,76,75,67,71,marinrazvan
Nikola Vasilj,29,Bosnia-Herzegovina,Goalkeeper,FC St. Pauli,Bundesliga,UEFA,56.9,GK,70,70,67,65,71,34,71,nikolavasilj
Fredrik Jensen,27,Finland,Attacking_Midfielder,Aris Thessaloniki,SuperLeague1,UEFA,56.9,MF,74,68,69,71,74,55,73,fredrikjensen
Jacob Rasmussen,28,Denmark,Centre_Back,Red Bull Salzburg,Austria_Bundesliga,UEFA,56.9,DF,73,56,39,60,62,72,79,jacobrasmussen
Dominik Fitz,26,Austria,Attacking_Midfielder,Austria Vienna,Austria_Bundesliga,UEFA,56.9,MF,71,76,68,73,70,33,58,dominikfitz
Aleksa Terzic,25,Serbia,Left_Back,Red Bull Salzburg,Austria_Bundesliga,UEFA,56.9,DF,71,82,45,59,70,66,62,aleksaterzic
Frans Kratzig,22,Germany,Left_Back,Red Bull Salzburg,Austria_Bundesliga,UEFA,56.9,DF,66,66,45,61,71,62,53,franskratzig
Jonathan Fischer,23,Denmark,Goalkeeper,Fredrikstad FK,Eliteserien,UEFA,56.9,GK,62,64,63,62,63,24,65,fischerjonathan
Max Johnston,21,Scotland,Right_Back,SK Sturm Graz,Austria_Bundesliga,UEFA,56.9,DF,64,81,36,58,60,57,64,johnstonmax
Sander Tangvik,22,Norway,Goalkeeper,Rosenborg BK,Eliteserien,UEFA,56.9,GK,65,65,64,63,66,57,65,sandertangvik
Uros Racic,27,Serbia,Defensive_Midfielder,Aris Thessaloniki,SuperLeague1,UEFA,56.9,MF,72,57,68,72,71,70,79,racicuros
Pascal Loretz,22,Switzerland,Goalkeeper,FC Luzern,Swiss_SuperLeague,UEFA,56.9,GK,71,70,69,67,72,43,70,loretzpascal
Ridvan Yilmaz,24,Turkey,Left_Back,Rangers FC,Scottish_Premiership,UEFA,56.9,DF,74,86,56,67,78,68,62,ridvanyilmaz
Keigo Tsunemoto,26,Japan,Right_Back,FC Basel 1893,Swiss_SuperLeague,AFC,56.9,DF,70,76,49,61,64,66,59,keigotsunemoto
Freddie Woodman,28,England,Goalkeeper,Liverpool FC,PremierLeague,UEFA,56.9,GK,71,73,69,62,73,47,69,freddiewoodman
Nick Olij,29,Netherlands,Goalkeeper,PSV Eindhoven,Eredivisie,UEFA,56.9,GK,76,82,74,62,78,50,73,nickolij
Mailson,28,Brazil,Goalkeeper,Al-Taawoun FC,Saudi_ProLeague,CONMEBOL,56.9,GK,73,73,73,78,71,36,73,mailson
Lars Villiger,22,Switzerland,Striker,FC Luzern,Swiss_SuperLeague,UEFA,56.9,FW,66,65,66,48,64,24,68,larsvilliger
Marius Mouandilmadji,27,Chad,Striker,Samsunspor,SuperLig,CAF,56.9,FW,69,73,72,48,65,31,74,mariusmouandilmadji
Gregory Wuthrich,30,Switzerland,Centre_Back,BSC Young Boys,Swiss_SuperLeague,UEFA,56.9,DF,73,47,35,51,54,72,82,gregorywuthrich
Lukasz Lakomy,24,Poland,Central_Midfielder,BSC Young Boys,Swiss_SuperLeague,UEFA,56.9,MF,69,67,55,61,65,65,73,lakomylukasz
Lincoln,26,Brazil,Attacking_Midfielder,Fenerbahce,SuperLig,CONMEBOL,56.9,MF,67,72,66,58,70,22,63,lincoln
Luka Ivanusec,26,Croatia,Left_Winger,PAOK Thessaloniki,SuperLeague1,UEFA,56.9,FW,76,65,73,72,83,58,73,ivanusecluka
Matias Rojas,29,Paraguay,Attacking_Midfielder,CA River Plate,Liga_Profesional,CONMEBOL,56.9,MF,75,76,76,74,77,56,59,matiasrojas
Miguel Borja,32,Colombia,Striker,CA River Plate,Liga_Profesional,CONMEBOL,56.9,FW,76,77,76,66,71,41,82,borjamiguel
Brandon Mechele,32,Belgium,Centre_Back,Club Brugge KV,Jupiler_ProLeague,UEFA,56.9,DF,75,51,39,51,53,79,77,brandonmechele
Stelios Andreou,23,Cyprus,Centre_Back,Royal Charleroi SC,Jupiler_ProLeague,UEFA,56.9,DF,69,71,30,55,56,68,76,andreoustelios
Adrian Martinez,33,Argentina,Striker,Racing Club,Liga_Profesional,CONMEBOL,56.9,FW,76,68,76,58,70,41,82,adrianmartinez
Tiago Palacios,24,Uruguay,Right_Winger,Club Estudiantes de La Plata,Liga_Profesional,CONMEBOL,56.9,FW,72,77,68,66,75,41,52,palaciostiago
Emin Bayram,22,Turkey,Centre_Back,KVC Westerlo,Jupiler_ProLeague,UEFA,56.9,DF,70,63,40,59,69,71,70,bayramemin
Nikolas Sattlberger,21,Austria,Defensive_Midfielder,KRC Genk,Jupiler_ProLeague,UEFA,56.9,MF,68,53,39,61,61,66,70,nikolassattlberger
Denil Castillo,21,Ecuador,Central_Midfielder,FC Midtjylland,Danish_Superligaen,CONMEBOL,56.9,MF,63,62,34,57,50,60,69,castillodenil
Franco Ibarra,24,Argentina,Defensive_Midfielder,CA Rosario Central,Liga_Profesional,CONMEBOL,56.9,MF,64,67,45,55,59,65,64,francoibarra
Matias Abaldo,21,Uruguay,Right_Winger,Defensor Sporting Club,Other_leagues,CONMEBOL,56.9,FW,68,80,61,61,71,46,40,abaldomatias
Lucas Hogsberg,19,Denmark,Centre_Back,FC Nordsjaelland,Danish_Superligaen,UEFA,56.9,DF,57,71,25,44,58,51,58,hogsberglucas
Oh Hyeon Gyu,24,"Korea, South",Striker,KRC Genk,Jupiler_ProLeague,AFC,56.9,FW,69,76,68,53,65,43,80,gyuhyeonoh
Mateo Joseph,21,Spain,Striker,Leeds United,PremierLeague,UEFA,56.9,FW,68,82,67,50,67,28,63,josephmateo
Maurice Krattenmacher,19,Germany,Attacking_Midfielder,Hertha BSC,Bundesliga_2,UEFA,56.9,MF,65,74,63,58,67,46,58,krattenmachermaurice
Michal Gurgul,19,Poland,Left_Back,Lech Poznan,Ekstraklasa,UEFA,56.9,DF,60,68,29,53,55,61,63,gurgulmichal
Yasser Larouci,24,Algeria,Left_Back,ESTAC Troyes,Ligue2,CAF,56.9,DF,68,71,47,59,69,65,64,larouciyasser
Elias Achouri,26,Tunisia,Left_Winger,FC Copenhagen,Danish_Superligaen,CAF,56.9,FW,73,86,66,66,75,30,56,achourielias
Amine El Ouazzani,24,Morocco,Striker,SC Braga,Liga_Portugal,CAF,56.9,FW,67,64,67,60,65,20,64,amineelouazzani
Antoine Makoumbou,27,Congo,Defensive_Midfielder,Samsunspor,SuperLig,CAF,56.9,MF,73,72,59,67,76,68,78,antoinemakoumbou
Jean-Charles Castelletto,30,Cameroon,Centre_Back,Al-Duhail SC,QSL,CAF,56.9,DF,75,68,32,51,63,76,76,castellettocharlesjean
Hassane Kamara,31,Cote d'Ivoire,Left_Back,Udinese Calcio,Serie_A,CAF,56.9,DF,73,82,59,67,73,67,74,hassanekamara
Jakob Glesnes,31,Norway,Centre_Back,Philadelphia Union,MLS,UEFA,56.9,DF,72,52,55,55,60,73,83,glesnesjakob
Diogo Goncalves,28,Portugal,Left_Winger,Real Salt Lake City,MLS,UEFA,56.9,FW,71,82,71,72,74,61,69,diogogoncalves
Cedric Teuchert,28,Germany,Striker,St. Louis CITY SC,MLS,UEFA,56.9,FW,71,70,72,60,73,35,65,cedricteuchert
Alfie Devine,20,England,Attacking_Midfielder,Tottenham Hotspur,PremierLeague,UEFA,56.9,MF,65,66,59,63,65,52,57,alfiedevine
Brooke Norton-Cuffy,21,England,Right_Back,Genoa CFC,Serie_A,UEFA,56.9,DF,67,80,39,58,69,60,70,brookecuffynorton
Ahmed Qasem,22,Sweden,Right_Winger,Nashville SC,MLS,UEFA,56.9,FW,63,70,55,60,66,38,57,ahmedqasem
Hugo Picard,22,France,Side_Midfielder,Columbus Crew,MLS,UEFA,56.9,MF,66,73,62,64,68,54,50,hugopicard
Cesar Araujo,24,Uruguay,Defensive_Midfielder,Orlando City SC,MLS,CONMEBOL,56.9,MF,69,65,53,56,63,63,70,araujocesar
Albert Rusnak,31,Slovakia,Attacking_Midfielder,Seattle Sounders FC,MLS,UEFA,56.9,MF,73,73,72,72,75,51,64,albertrusnak
Can Bozdogan,24,Germany,Central_Midfielder,FC Utrecht,Eredivisie,UEFA,56.9,MF,69,61,66,68,74,62,66,bozdogancan
Owen Wijndal,25,Netherlands,Left_Back,Ajax Amsterdam,Eredivisie,UEFA,56.9,DF,73,80,54,69,71,67,71,owenwijndal
Branco van den Boomen,30,Netherlands,Central_Midfielder,Ajax Amsterdam,Eredivisie,UEFA,56.9,MF,76,51,75,83,69,64,72,boomenbrancodenvan
Demarai Gray,29,Jamaica,Left_Winger,Birmingham City,Championship,CONCACAF,56.9,FW,76,85,73,69,80,38,58,demaraigray
Santiago Moreno,25,Colombia,Right_Winger,Portland Timbers,MLS,CONMEBOL,56.9,FW,71,83,66,61,76,51,56,morenosantiago
Joaquin Pereyra,26,Argentina,Central_Midfielder,Minnesota United FC,MLS,CONMEBOL,56.9,MF,73,67,66,74,72,59,66,joaquinpereyra
Joaquin Pereyra,26,Argentina,Central_Midfielder,Minnesota United FC,MLS,CONMEBOL,56.9,MF,61,71,51,57,59,56,56,joaquinpereyra
Jacen Russell-Rowe,22,Canada,Striker,Columbus Crew,MLS,CONCACAF,56.9,FW,62,71,59,46,58,17,63,jacenrowerussell
Arbnor Muja,26,Albania,Right_Winger,Samsunspor,SuperLig,UEFA,55.2,FW,71,89,67,64,72,46,66,arbnormuja
Facundo Farias,22,Argentina,Attacking_Midfielder,Club Estudiantes de La Plata,Liga_Profesional,CONMEBOL,53.6,MF,74,85,72,68,80,39,70,facundofarias
Berkan Kutlu,27,Turkey,Central_Midfielder,Galatasaray,SuperLig,UEFA,52.0,MF,71,78,63,62,68,71,77,berkankutlu
Pantelis Hatzidiakos,28,Greece,Centre_Back,FC Copenhagen,Danish_Superligaen,UEFA,52.0,DF,72,67,55,66,66,72,71,hatzidiakospantelis
Aaron Quiros,23,Argentina,Centre_Back,CA Vélez Sarsfield,Liga_Profesional,CONMEBOL,52.0,DF,70,62,49,63,65,72,59,aaronquiros
Ulises Sanchez,27,Argentina,Right_Winger,Club Atlético Belgrano,Liga_Profesional,CONMEBOL,52.0,FW,73,77,65,74,71,59,59,sanchezulises
Ayrton Costa,26,Argentina,Centre_Back,CA Boca Juniors,Liga_Profesional,CONMEBOL,52.0,DF,72,71,46,62,64,72,72,ayrtoncosta
Franco Petroli,27,Argentina,Goalkeeper,CD Godoy Cruz Antonio Tomba,Liga_Profesional,CONMEBOL,52.0,GK,73,71,72,70,74,46,73,francopetroli
Youssef Maleh,26,Morocco,Central_Midfielder,US Lecce,Serie_A,CAF,52.0,MF,72,61,65,73,72,66,64,malehyoussef
Miguel Crespo,28,Portugal,Central_Midfielder,Basaksehir FK,SuperLig,UEFA,52.0,MF,73,70,64,72,74,72,76,crespomiguel
Joris Kayembe,30,Congo,Left_Back,KRC Genk,Jupiler_ProLeague,CAF,48.8,DF,73,79,60,68,73,66,73,joriskayembe
Leo Kokubo,24,Japan,Goalkeeper,Sint-Truidense VV,Jupiler_ProLeague,AFC,48.8,GK,64,63,62,60,65,41,63,kokuboleo
Jesse Lingard,32,England,Attacking_Midfielder,FC Seoul,K_League1,UEFA,48.8,MF,74,73,71,72,77,58,61,jesselingard
Maxime Crepeau,31,Canada,Goalkeeper,Portland Timbers,MLS,CONCACAF,48.8,GK,73,74,71,70,75,49,71,crepeaumaxime
Jackson Ragen,26,United States,Centre_Back,Seattle Sounders FC,MLS,CONCACAF,48.8,DF,67,46,23,50,41,65,77,jacksonragen
Mayckel Lahdo,22,Sweden,Right_Winger,AZ Alkmaar,Eredivisie,UEFA,48.8,FW,69,80,64,59,74,27,58,lahdomayckel
Arthur Masuaku,31,Congo,Left_Back,Without Club,Without_Club,CAF,48.8,DF,76,78,61,73,78,70,79,arthurmasuaku
Frank Magri,25,Cameroon,Striker,FC Toulouse,Ligue1,CAF,48.8,FW,72,77,72,59,73,21,63,frankmagri
Alan Minda,22,Ecuador,Right_Winger,Cercle Brugge ,Jupiler_ProLeague,CONMEBOL,48.8,FW,70,84,66,63,72,51,55,alanminda
Moussa N'Diaye,23,Senegal,Left_Back,RSC Anderlecht,Jupiler_ProLeague,CAF,48.8,DF,68,76,27,59,71,65,63,moussan'diaye
Abdoulaye Toure,31,Guinea,Defensive_Midfielder,Le Havre AC,Ligue1,CAF,48.8,MF,72,43,58,62,61,71,78,abdoulayetoure
Seydouba Cisse,24,Guinea,Central_Midfielder,CD Leganés,LaLiga_2,CAF,48.8,MF,69,60,66,66,66,62,57,cisseseydouba
Cedric Kipre,28,Cote d'Ivoire,Centre_Back,Ipswich Town,Championship,CAF,48.8,DF,75,68,35,49,55,73,85,cedrickipre
Parfait Guiagon,24,Cote d'Ivoire,Left_Winger,Royal Charleroi SC,Jupiler_ProLeague,CAF,48.8,FW,69,73,64,65,74,26,55,guiagonparfait
Bruno Petkovic,30,Croatia,Striker,Kocaelispor,SuperLig,UEFA,48.8,FW,77,72,74,78,78,40,76,brunopetkovic
Gabriel Osho,26,Nigeria,Centre_Back,AJ Auxerre,Ligue1,CAF,48.8,DF,72,70,30,54,63,72,74,gabrielosho
Henry Onyekuru,28,Nigeria,Left_Winger,Genclerbirligi Ankara,SuperLig,CAF,48.8,FW,75,92,74,65,77,35,60,henryonyekuru
Sergio Herrera,32,Spain,Goalkeeper,CA Osasuna,LaLiga,UEFA,48.8,GK,78,78,77,75,78,47,76,herrerasergio
Jindrich Stanek,29,Czech Republic,Goalkeeper,SK Slavia Prague,Chance_Liga,UEFA,48.8,GK,76,74,71,78,78,36,76,jindrichstanek
David Soria,32,Spain,Goalkeeper,Getafe CF,LaLiga,UEFA,48.8,GK,81,81,79,73,82,43,80,davidsoria
Bartlomiej Dragowski,27,Poland,Goalkeeper,Panathinaikos FC,SuperLeague1,UEFA,48.8,GK,75,77,71,70,77,37,72,bartlomiejdragowski
Ivan Provedel,31,Italy,Goalkeeper,SS Lazio,Serie_A,UEFA,48.8,GK,83,84,79,80,85,42,84,ivanprovedel
Marek Rodak,28,Slovakia,Goalkeeper,Al-Ettifaq FC,Saudi_ProLeague,UEFA,48.8,GK,74,74,71,72,75,47,72,marekrodak
Telmo Arcanjo,24,Cabo Verde,Right_Winger,Vitória Guimarães SC,Liga_Portugal,CAF,48.8,FW,61,69,51,60,64,38,50,arcanjotelmo
Joyskim Dawa,29,Cameroon,Centre_Back,FCSB,Romaina_SuperLiga,CAF,48.8,DF,68,82,45,43,41,66,86,dawajoyskim
Bamba Dieng,25,Senegal,Striker,FC Lorient,Ligue1,CAF,48.8,FW,72,79,73,60,70,33,60,bambadieng
Lazaros Rota,27,Greece,Right_Back,AEK Athens,SuperLeague1,UEFA,48.8,DF,72,78,44,62,69,67,70,lazarosrota
Marko Stamenic,23,New Zealand,Defensive_Midfielder,Nottingham Forest,PremierLeague,OFC,48.8,MF,72,67,60,68,72,66,75,markostamenic
Alexis Antunes,24,Switzerland,Attacking_Midfielder,Servette FC,Swiss_SuperLeague,UEFA,48.8,MF,69,70,63,66,74,51,65,alexisantunes
Alan Virginius,22,France,Left_Winger,BSC Young Boys,Swiss_SuperLeague,UEFA,48.8,FW,69,90,59,59,71,27,41,alanvirginius
Darian Males,24,Switzerland,Side_Midfielder,BSC Young Boys,Swiss_SuperLeague,UEFA,48.8,MF,70,78,65,69,72,36,66,darianmales
Lewin Blum,24,Switzerland,Right_Back,BSC Young Boys,Swiss_SuperLeague,UEFA,48.8,DF,70,74,27,64,69,65,66,blumlewin
Edimilson Fernandes,29,Switzerland,Defensive_Midfielder,BSC Young Boys,Swiss_SuperLeague,UEFA,48.8,MF,73,69,65,70,72,76,68,edimilsonfernandes
Theo Berdayes,23,Switzerland,Right_Winger,FC Sion,Swiss_SuperLeague,UEFA,48.8,FW,63,64,60,56,61,21,62,berdayestheo
Liberato Cacace,24,New Zealand,Left_Back,Wrexham AFC,Championship,OFC,48.8,DF,72,71,60,66,69,68,76,cacaceliberato
Petar Ratkov,21,Serbia,Striker,Red Bull Salzburg,Austria_Bundesliga,UEFA,48.8,FW,67,68,67,52,66,31,69,petarratkov
Matthias Seidl,24,Austria,Side_Midfielder,Rapid Vienna,Austria_Bundesliga,UEFA,48.8,MF,71,67,70,69,71,36,62,matthiasseidl
Ludwig Augustinsson,31,Sweden,Left_Back,RSC Anderlecht,Jupiler_ProLeague,UEFA,48.8,DF,74,66,59,74,67,73,71,augustinssonludwig
Nazinho,22,Portugal,Left_Back,Cercle Brugge ,Jupiler_ProLeague,UEFA,48.8,DF,66,76,33,54,63,62,62,nazinho
Jovan Mijatovic,20,Serbia,Striker,Oud-Heverlee Leuven,Jupiler_ProLeague,UEFA,48.8,FW,50,54,51,41,51,23,49,jovanmijatovic
Momodou Lamin Sonko,20,Sweden,Left_Winger,KAA Gent,Jupiler_ProLeague,UEFA,48.8,FW,63,80,61,50,69,17,52,laminmomodousonko
Uran Bislimi,25,Switzerland,Attacking_Midfielder,FC Lugano,Swiss_SuperLeague,UEFA,48.8,MF,71,69,66,69,73,64,72,bislimiuran
Noah Fadiga,25,Senegal,Right_Back,Aris Thessaloniki,SuperLeague1,CAF,48.8,DF,67,83,49,60,66,61,64,fadiganoah
Jeffrey Schlupp,32,Ghana,Side_Midfielder,Norwich City,Championship,CAF,48.8,MF,73,75,71,68,74,70,69,jeffreyschlupp
Jose Marsa,23,Spain,Centre_Back,KV Mechelen,Jupiler_ProLeague,UEFA,48.8,DF,66,76,30,50,60,65,72,josemarsa
Alban Lafont,26,France,Goalkeeper,Panathinaikos FC,SuperLeague1,UEFA,48.8,GK,76,75,71,69,81,47,76,albanlafont
Luis Maximiano,26,Portugal,Goalkeeper,UD Almería,LaLiga_2,UEFA,48.8,GK,77,77,75,72,79,55,72,luismaximiano
Arnau Tenas,24,Spain,Goalkeeper,Paris Saint-Germain,Ligue1,UEFA,48.8,GK,74,73,70,80,77,52,72,arnautenas
Felipe Zenobio,25,Argentina,Goalkeeper,Club Atlético Tigre,Liga_Profesional,CONMEBOL,48.8,GK,61,61,59,60,60,30,60,felipezenobio
Nahuel Losada,32,Argentina,Goalkeeper,CA Lanús,Liga_Profesional,CONMEBOL,48.8,GK,73,74,74,72,69,41,70,losadanahuel
Gautier Larsonneur,28,France,Goalkeeper,AS Saint-Étienne,Ligue2,UEFA,48.8,GK,74,72,72,72,75,52,73,gautierlarsonneur
Ali Abdi,31,Tunisia,Left_Back,OGC Nice,Ligue1,CAF,48.8,DF,71,89,60,66,71,62,76,abdiali
Jun-ho Bae,21,"Korea, South",Attacking_Midfielder,Stoke City,Championship,AFC,48.8,MF,71,71,61,68,73,36,55,baehojun
Oscar Cortes,21,Colombia,Left_Winger,Rangers FC,Scottish_Premiership,CONMEBOL,48.8,FW,70,78,66,66,72,48,54,cortesoscar
Daan Heymans,26,Belgium,Attacking_Midfielder,KRC Genk,Jupiler_ProLeague,UEFA,48.8,MF,67,50,70,66,66,56,68,daanheymans
Enis Bardhi,30,North Macedonia,Attacking_Midfielder,Konyaspor,SuperLig,UEFA,48.8,MF,76,71,77,77,78,58,53,bardhienis
Tomas Cvancara,24,Czech Republic,Striker,Antalyaspor,SuperLig,UEFA,48.8,FW,75,77,73,66,72,25,77,cvancaratomas
Valentin Mihaila,25,Romania,Left_Winger,Caykur Rizespor,SuperLig,UEFA,48.8,FW,72,92,65,65,72,33,59,mihailavalentin
