name,nation,club,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY
Anis Mehmeti,Albania,Bristol City,LM,68,74,62,61,73,54,65
Danilo Veiga,Portugal,Estrela Amadora,RB,68,69,57,59,64,68,70
Emiliano Mendez,Argentina,Sarmiento,CDM,68,37,49,60,63,64,84
William Mendieta,Paraguay,Libertad,MOC,68,57,67,68,69,31,61
Hamza Mendyl,Morocco,OH Leuven,LM,68,87,58,57,69,61,68
Phillip Menzel,Germany,Saarbrücken,GK,68,69,67,66,68,22,67
Mehdi Merghem,France,Farense,RM,68,75,65,65,70,50,69
Billal Messaoudi,Algeria,KV Kortrijk,ST,68,80,68,58,72,28,61
Metinho,Brazil,Sparta Rotterdam,CDM,68,69,54,60,68,67,64
Melle Meulensteen,Netherlands,Sampdoria,CDM,68,68,56,63,65,66,72
August Mikkelsen,Norway,FK Bodø/Glimt,LW,68,80,59,62,74,34,63
Dardo Miloc,Argentina,Barracas Central,CDM,68,60,46,59,63,66,76
Marko Milovanovic,Serbia,UD Almería,ST,68,59,69,50,64,27,67
Kevin Minda,Ecuador,U. Católica,CDM,68,65,50,64,63,66,69
Luis Miranda,Colombia,Deportes Tolima,RM,68,82,63,57,70,27,58
Demetri Mitchell,England,Exeter City,LM,68,90,62,63,67,59,67
Billy Mitchell,England,Millwall,CM,68,66,54,64,68,65,72
Dimitar Mitov,Bulgaria,Aberdeen,GK,68,68,65,58,71,61,69
Stefan Mitrovic,Serbia,OH Leuven,LM,68,77,69,61,71,35,63
Jan Mlakar,Slovenia,Pisa,LM,68,79,66,60,68,35,67
Vasile Mogos,Romania,CFR 1907 Cluj,RB,68,66,61,61,61,66,79
Tobias Mohr,Germany,FC Schalke 04,LM,68,79,64,66,67,56,68
Adrien Monfray,France,ESTAC Troyes,CB,68,64,51,59,61,67,82
Alfredo Morales,United States,SJ Earthquakes,CDM,68,54,58,65,66,62,77
Gonzalo Morales,Argentina,Unión,ST,68,73,66,49,65,25,68
Jon Morcillo,Spain,Albacete BP,LM,68,79,68,66,67,48,63
Berto,Cabo Verde,FC Univ. Cluj,LM,68,79,65,60,71,53,74
Ariel Mosor,Poland,Raków,CB,68,66,33,45,48,68,75
Aimen Moueffek,Morocco,AS Saint-Étienne,CM,68,65,56,64,72,65,66
Lionel Mpasi,Congo,Rodez AF,GK,68,69,67,67,67,45,66
Bartosz Mrozek,Poland,Lech Poznań,GK,68,69,67,63,70,38,69
Filip Mrzljak,Croatia,Punjab FC,CDM,68,68,48,58,65,65,71
Rui Modesto,Angola,Udinese,RM,68,85,61,61,66,55,63
Arbnor Mucolli,Albania,IFK Göteborg,LW,68,73,64,64,72,52,59
Ngal'ayel Mukau,Congo,LOSC Lille,CDM,68,64,40,57,65,68,65
Beni,Angola,Casa Pia AC,CM,68,67,58,63,67,65,64
Agustin Mulet,Argentina,Ind. Rivadavia,CM,68,71,51,66,70,62,72
Tobias Muller,Germany,Magdeburg,CB,68,63,31,49,56,68,73
Paul Mullin,England,Wrexham,ST,68,76,69,56,66,39,72
Jorge Felix,Spain,Piast Gliwice,LM,68,66,65,65,69,29,53
Josh Murphy,England,Portsmouth,LM,68,87,64,63,70,29,53
Visar Musliu,North Macedonia,SC Paderborn 07,CB,68,71,34,48,62,68,72
Alex Muyl,United States,Nashville SC,RM,68,78,59,62,66,62,80
Joel Mvuka,Norway,FC Lorient,RM,68,91,57,59,72,41,46
Moussa N'Diaye,Senegal,RSC Anderlecht,LB,68,76,27,59,71,65,63
Nikolas Nartey,Denmark,VfB Stuttgart,CM,68,69,49,67,73,66,68
Joao Muniz,Portugal,Rio Ave FC,CB,68,69,32,47,44,71,65
Kyle Naughton,England,Swansea City,CB,68,54,51,63,66,70,65
Federico Navarro,Argentina,Chicago Fire FC,CDM,68,74,44,61,69,68,57
Raul Navarro,Spain,Burgos CF,RB,68,65,57,63,67,65,66
Duckens Nazon,Haiti,Kayserispor,ST,68,76,68,51,67,24,63
Alassane Ndao,Senegal,Konyaspor,RM,68,76,61,62,70,31,54
Dorgeles Nene,Mali,RB Salzburg,ST,68,85,71,61,73,37,55
Loic Nestor,France,Grenoble Foot 38,CB,68,48,45,54,55,68,79
Roman Neustadter,Russia,KVC Westerlo,CB,68,32,53,63,64,68,72
Serge-Junior M. Ngouali,Gabon,Brommapojkarna,CDM,68,60,58,64,67,65,73
Ibrahima Niane,Senegal,Angers SCO,ST,68,78,66,55,67,19,61
Lee Nicholls,England,Huddersfield,GK,68,67,68,61,68,41,66
Roland Niczuly,Romania,Sepsi OSK,GK,68,67,65,70,70,32,68
Julian Niehues,Germany,Heidenheim,CDM,68,59,54,59,64,67,77
Lasse Nielsen,Denmark,Göztepe,CB,68,65,33,53,53,66,79
Luciano Nieto,Argentina,U. Católica,CM,68,72,65,71,72,39,66
Carlos Nieto,Spain,Real Zaragoza,LB,68,69,56,61,61,65,74
Calem Nieuwenhof,Australia,Hearts,CM,68,76,61,63,69,65,68
Kristoffer Nordfeldt,Sweden,AIK,GK,68,66,65,66,66,50,67
Rhys Norrington-Davies,Wales,Sheffield Utd,LB,68,68,44,61,64,65,66
Will Norris,England,Portsmouth,GK,68,69,67,69,69,44,65
Ryan Nyambe,Namibia,Derby County,RB,68,78,35,56,65,64,73
Benjamin Nygren,Sweden,FC Nordsjælland,ST,68,69,67,65,69,22,63
Mark O'Hara,Scotland,St. Mirren,CM,68,71,66,64,68,64,74
Samuel Obeng,Ghana,Casa Pia AC,ST,68,84,69,50,61,24,81
Jader Obrian,Colombia,Austin FC,RM,68,87,64,59,69,36,63
Marvin Obuz,Germany,1. FC Köln,RM,68,72,64,62,70,29,63
Oh Seung Hoon,"Korea, South",Daegu FC,GK,68,69,66,61,69,45,71
Kanji Okunuki,Japan,1. FC Nürnberg,LM,68,84,57,58,74,33,47
Olaetxea,Spain,R. Sporting,CDM,68,64,69,64,66,64,71
Andrigo,Brazil,Jeonbuk Hyundai,RW,68,75,63,67,71,49,62
Cleiton Silva,Brazil,East Bengal,ST,68,75,68,62,68,22,74
Alexandre Olliero,France,Stade de Reims,GK,68,68,63,66,70,46,67
Simon Olsson,Sweden,sc Heerenveen,CM,68,63,52,67,70,55,73
Odei,Spain,FC Goa,CB,68,50,34,47,48,70,73
Jerome Onguene,Cameroon,Frankfurt,CB,68,68,38,48,58,67,68
Thijs Oosting,Netherlands,FC Groningen,ST,68,68,69,66,67,58,65
Kwadwo Opoku,Ghana,CF Montréal,ST,68,85,68,55,74,36,65
Aaron Opoku,Germany,Kaiserslautern,RM,68,88,56,62,72,39,61
Pedro Ortiz,Spain,Sevilla FC,CM,68,59,57,61,65,59,68
Sergio Ortuno,Spain,CD Eldense,CM,68,63,63,62,66,63,61
Leandro Otormin,Uruguay,Wanderers,LW,68,73,68,70,66,27,59
Yassin Oukili,Morocco,RKC Waalwijk,CDM,68,60,67,64,67,59,79
Walid Ould-Chikh,Netherlands,Braunschweig,MOC,68,76,71,64,68,56,65
Luca Oyen,Belgium,KRC Genk,LM,68,78,60,65,71,39,49
Berke Ozer,Turkey,Eyüpspor,GK,68,66,68,65,71,24,65
Levin Oztunali,Germany,Hamburger SV,RW,68,78,64,67,70,48,67
Tobias Palacio,Argentina,Argentinos Jrs.,CB,68,79,39,57,61,68,72
Giuseppe Panico,Italy,Carrarese Calcio,ST,68,79,67,62,69,38,55
Renato Pantalon,Croatia,Rio Ave FC,CB,68,53,32,40,40,68,77
Joaquin Papaleo,Argentina,Instituto,GK,68,67,66,64,67,40,68
Jayson Papeau,France,FC Rapid 1923,LM,68,83,59,62,74,38,75
Daniel Paraschiv,Romania,R. Oviedo,ST,68,75,67,55,67,32,76
Ezequiel Parnisari,Argentina,Unión La Calera,CB,68,33,27,48,47,68,67
Alfonso Parot,Chile,Uni. Católica,LB,68,66,59,61,63,65,79
Troy Parrott,Ireland,AZ,ST,68,78,65,61,71,44,65
Juan Patino,Paraguay,S. Ameliano,CB,68,60,24,48,47,67,76
Charlie Patino,England,RC Deportivo,CM,68,60,48,71,68,65,65
Louis Patris,Belgium,STVV,RB,68,75,49,60,61,67,70
Luis Paz,Colombia,América de Cali,CDM,68,59,53,60,60,67,75
Aynsley Pears,England,Blackburn Rovers,GK,68,70,64,65,72,45,65
Matty Pearson,England,Huddersfield,CB,68,50,47,45,51,67,78
Marvin Peersman,Belgium,FC Groningen,CB,68,71,48,56,63,68,74
Tomas Pekhart,Czech Republic,Legia Warszawa,ST,68,59,68,53,55,33,78
Pietro Pellegri,Italy,Empoli,ST,68,56,68,54,67,21,61
Theo Pellenard,France,AJ Auxerre,CB,68,50,37,64,65,69,69
Henrique Araujo,Portugal,Arouca,ST,68,70,66,56,65,26,70
Elias Pereyra,Argentina,Godoy Cruz,LB,68,80,32,54,65,63,60
Kevin Perez,Colombia,Deportes Tolima,MOC,68,80,57,62,70,45,52
Cesar Perez,Chile,Defensa,CM,68,69,59,60,69,52,62
Dino Peric,Croatia,Dinamo Zagreb,CB,68,53,35,51,58,67,75
Mauro Perkovic,Croatia,Dinamo Zagreb,CB,68,76,30,52,61,67,75
Lukas Petkov,Bulgaria,SV Elversberg,CM,68,75,66,65,71,56,63
Aleks Petkov,Bulgaria,Śląsk Wrocław,CB,68,60,37,42,47,67,77
Dimitri Petratos,Australia,Mohun Bagan SG,ST,68,64,70,68,68,49,71
Raoul Petretta,Italy,Toronto FC,LB,68,78,36,62,68,63,71
Jacopo Petriccione,Italy,Catanzaro,CM,68,46,51,69,68,55,62
Radosav Petrovic,Serbia,APOEL FC,CDM,68,35,54,59,58,68,76
Leonel Picco,Argentina,Platense,CDM,68,54,58,61,63,65,73
Carl Piergianni,England,Stevenage,CB,68,39,31,45,46,67,85
Santiago Pierotti,Argentina,Lecce,RW,68,67,67,65,71,61,67
Balthazar Pierret,France,Lecce,CDM,68,66,52,59,64,68,70
Ivan Pillud,Argentina,Central Córdoba,RB,68,59,58,65,63,69,70
Cesar Pinares,Chile,Uni. Católica,MOC,68,67,64,70,70,52,69
Donovan Pines,United States,Barnsley,CB,68,72,22,39,46,68,77
Guilherme Ramos,Portugal,Santa Clara,CB,68,60,33,46,50,67,78
Frantisek Plach,Slovakia,Piast Gliwice,GK,68,66,66,65,66,33,67
Przemyslaw Placheta,Poland,Oxford United,LM,68,91,60,60,69,39,55
Tin Plavotic,Croatia,FK Austria Wien,CB,68,40,29,46,42,67,77
Pleguezuelo,Spain,Plymouth Argyle,CB,68,78,35,56,67,67,67
Dennis Politic,Romania,FC Dinamo 1948,LW,68,78,65,62,72,31,71
Julian Pollersbeck,Germany,Jahn Regensburg,GK,68,69,64,68,68,37,68
Mattie Pollock,England,Watford,CB,68,57,23,43,46,67,78
Paxton Pomykal,United States,FC Dallas,CM,68,73,57,70,72,61,67
Alexandru Pop,Romania,SC Oțelul Galați,ST,68,81,68,57,68,22,68
Mihai Popa,Romania,CFR 1907 Cluj,GK,68,66,66,62,72,41,63
Laurentiu Popescu,Romania,Univ. Craiova,GK,68,68,67,67,69,31,67
Janio Posito,Peru,ADT,ST,68,62,70,50,64,22,52
Nicolai Poulsen,Denmark,AGF,CM,68,59,54,68,70,65,79
Tomas Pozzo,Argentina,Godoy Cruz,RW,68,77,61,66,72,45,53
Gianluca Prestianni,Argentina,SL Benfica,RM,68,87,60,57,76,35,46
Maxence Prevot,France,OH Leuven,GK,68,68,69,68,67,36,68
Alex Pritchard,England,Sivasspor,MOC,68,59,67,69,72,52,45
Kai Proger,Germany,Jahn Regensburg,ST,68,82,70,56,74,38,73
Martin Prost,Argentina,Nacional Potosí,ST,68,65,68,56,66,31,65
Ruben Providence,France,Almere City FC,LM,68,83,63,57,73,29,56
Nicolas Quagliata,Uruguay,Central Córdoba,MOC,68,68,60,68,73,38,42
Daniel Queipo,Spain,R. Sporting,LM,68,81,65,62,68,30,47
Rubert Quijada,Venezuela,Caracas FC,CB,68,63,33,55,50,69,71
Alvaro Quiroga,Bolivia,The Strongest,CDM,68,69,57,69,65,62,66
Bogdan Racovitan,Romania,Raków,CB,68,75,32,38,44,68,77
Joe Rafferty,Ireland,Rotherham Utd,RB,68,65,38,61,63,65,72
Michal Rakoczy,Poland,Cracovia,MOC,68,77,65,65,72,41,62
Christian Ramirez,United States,Columbus Crew,ST,68,60,68,55,65,30,73
Eric Ramirez,Argentina,Huracán,ST,68,82,67,60,66,31,57
Nicolas Ramirez,Chile,Barcelona SC,CB,68,57,36,50,58,69,69
Jiovany Ramos,Panama,Alianza Lima,CB,68,57,33,56,54,68,72
Adam Randell,England,Plymouth Argyle,CM,68,76,62,66,70,65,71
Nicolai Rapp,Germany,Karlsruher SC,CDM,68,54,42,55,59,69,72
Tobias Raschl,Germany,Kaiserslautern,CM,68,64,55,65,71,58,67
Henrich Ravas,Slovakia,Cracovia,GK,68,67,67,64,69,37,70
Christiaan Ravych,Belgium,Cercle Brugge,CB,68,46,28,51,58,68,65
Kenny Prince Redondo,Germany,Kaiserslautern,LM,68,92,62,58,70,47,60
Johannes Reichert,Germany,SSV Ulm 1846,CB,68,66,32,50,61,68,73
Dominik Reimann,Germany,Magdeburg,GK,68,68,66,73,68,45,70
Ferro,Portugal,Estrela Amadora,CB,68,52,42,54,59,68,73
Erlend Dahl Reitan,Norway,Rosenborg BK,RB,68,79,47,58,65,62,74
Nicolai Remberg,Germany,Holstein Kiel,CM,68,69,53,63,68,62,76
Eric Remedi,Argentina,San Lorenzo,CDM,68,42,49,59,61,66,80
Andres Reyes,Colombia,Red Bulls,CB,68,72,33,40,47,67,79
Jordan Rhodes,Scotland,Blackpool,ST,68,61,70,53,61,39,59
Brayan Riascos,Colombia,Qingdao W. Coast,ST,68,80,67,62,66,36,76
Clemens Riedel,Germany,SV Darmstadt 98,CB,68,54,28,48,56,69,68
Andy Rinomhota,England,Cardiff City,CDM,68,80,54,59,65,67,80
Renaud Ripart,France,ESTAC Troyes,RM,68,64,67,66,68,64,80
Birk Risa,Norway,New York City FC,CB,68,74,56,61,65,67,74
Marvin Rittmuller,Germany,Braunschweig,RB,68,88,43,57,64,61,69
Ciro Rius,Argentina,Platense,RM,68,69,61,67,70,57,60
Rigoberto Rivas,Honduras,Hatayspor,LM,68,79,62,63,69,34,56
Jose Rivera,Peru,Universitario,ST,68,69,72,62,68,48,64
Harold Rivera,Colombia,América de Cali,CDM,68,71,59,68,67,63,67
Tyler Roberts,Wales,Northampton,MOC,68,70,64,63,72,38,67
Thomas Robinet,France,Almere City FC,ST,68,71,67,62,67,34,71
Carlos Robles,Colombia,Dep. Táchira,CDM,68,52,48,60,57,64,75
Paulo Henrique,Portugal,Radomiak Radom,LB,68,71,50,64,62,65,70
Thiago Rodrigues,Brazil,Arouca,GK,68,67,62,69,68,27,68
Julio Romao,Brazil,Qarabağ FK,CDM,68,59,44,57,70,64,81
Ronaldo Tavares,Portugal,FC Seoul,ST,68,77,66,46,57,26,78
Salomon Rodriguez,Uruguay,Godoy Cruz,ST,68,60,68,56,63,31,68
Valentin Rodriguez,Uruguay,Gimnasia,LB,68,79,58,63,71,63,67
Kevin Rodriguez,Ecuador,R. Union St.-G.,ST,68,80,66,57,69,25,67
Martin Rodriguez,Chile,D.C. United,LM,68,81,61,66,70,43,60
Lucas Rodriguez,Argentina,Instituto,LB,68,75,55,64,67,64,67
Andy,Spain,FC Cartagena,CM,68,52,65,68,66,67,73
Riki,Spain,Albacete BP,CM,68,71,65,66,72,56,60
Maximiliano Rodriguez Vejar,Chile,Huachipato,ST,68,67,66,53,65,24,64
Miguel Rodriguez,Spain,FC Utrecht,RM,68,79,57,64,68,33,53
Zan Rogelj,Slovenia,Sp. Charleroi,RM,68,79,51,63,68,58,64
Maximilian Rohr,Germany,SV Elversberg,CB,68,59,52,60,60,67,73
Joao Rojas,Ecuador,ADT,MOC,68,75,58,66,73,32,70
Rodrigo Rojas,Paraguay,Sportivo Luqueño,CM,68,69,66,69,69,65,74
Joao Rojas,Ecuador,Barcelona SC,LM,68,81,66,64,69,51,55
Enzo Roldan,Argentina,Unión,CM,68,72,66,65,67,62,63
Nicolas Romero,Argentina,Atlético Tucumán,CB,68,60,45,55,56,68,68
Connor Ronan,Ireland,Colorado Rapids,CM,68,67,65,70,71,54,47
Sandro Cruz,Angola,Gil Vicente,LB,68,80,33,60,63,63,64
Michael Rose,Scotland,Stoke City,CB,68,70,39,58,60,68,73
Carlos Ross,Chile,Sport Huancayo,RW,68,83,60,63,66,41,62
Nicolas Rossi,Uruguay,S. Ameliano,GK,68,64,67,56,70,22,69
Bryan Rovira,Colombia,Deportes Tolima,CDM,68,55,54,61,60,68,79
Donat Rrudhani,Kosovo,FC Luzern,RM,68,75,68,62,69,36,70
Tobias Rubio,Argentina,Defensa,CB,68,76,41,58,69,66,74
Alex Rufer,New Zealand,Well. Phoenix,CDM,68,64,58,66,66,63,78
Victor Ruiz,Spain,FC St. Gallen,CM,68,68,61,71,74,52,58
Haibrany Ruiz Diaz,Uruguay,Dep. Táchira,CB,68,64,37,59,60,68,71
Patrick William,Brazil,Rio Ave FC,CB,68,58,61,65,59,67,74
Armando Sadiku,Albania,FC Goa,ST,68,65,69,50,63,38,65
Gorkem Saglam,Turkey,Hatayspor,MOC,68,71,63,67,70,59,66
Jose Sagredo,Bolivia,Bolívar,CB,68,80,44,56,61,66,73
Omer Ali Sahiner,Turkey,Başakşehir,RB,68,74,67,66,71,62,70
Rafiki Said,Netherlands,ESTAC Troyes,LM,68,80,65,59,73,24,49
Oliver Sail,New Zealand,Perth Glory,GK,68,75,69,50,69,49,61
Victor Salazar,Argentina,Olimpia,RB,68,86,54,59,66,62,70
Joao Graca,Portugal,Rio Ave FC,CM,68,67,57,68,70,64,66
Saul Salcedo,Paraguay,Newell's,CB,68,54,33,43,53,70,70
Eddie Salcedo,Italy,Lombardia FC,ST,68,78,66,60,75,39,55
Ronivaldo,Brazil,Blau-Weiss Linz,ST,68,72,71,54,66,22,65
Raphael Sallinger,Austria,TSV Hartberg,GK,68,69,68,64,68,44,68
Brian Salvareschi,Argentina,Godoy Cruz,CB,68,55,33,47,52,67,75
Piotr Samiec-Talar,Poland,Śląsk Wrocław,RM,68,84,63,64,66,31,61
Felipe Sanchez,Argentina,FC Schalke 04,CB,68,61,40,50,55,68,74
Luciano Sanchez,Argentina,Argentinos Jrs.,LM,68,76,56,62,70,65,70
Niklas Sandberg,Norway,Sarpsborg 08,RM,68,70,64,65,67,51,67
Nazim Sangare,Turkey,Göztepe,RB,68,80,47,60,68,64,67
Kaishu Sano,Japan,1. FSV Mainz 05,CM,68,71,50,63,71,67,60
Kodai Sano,Japan,N.E.C. Nijmegen,LM,68,67,56,67,71,59,64
Benjamin Santelli,France,AC Ajaccio,ST,68,85,64,54,67,26,67
Simone Santoro,Italy,Modena,CM,68,80,60,67,70,65,67
Pedro Amador,Portugal,Atlanta United,LB,68,72,46,66,68,63,61
Franco Saravia,Peru,Alianza Lima,GK,68,66,64,61,70,20,67
Andres Sarmiento,Colombia,Atl. Nacional,LM,68,72,65,59,71,27,63
Amin Sarr,Sweden,Hellas Verona,ST,68,85,65,58,68,25,67
Nikolas Sattlberger,Austria,KRC Genk,CDM,68,53,39,61,61,66,70
Fernando Saucedo,Bolivia,Bolívar,CM,68,49,61,67,65,67,57
Allahyar Sayyadmanesh,Iran,KVC Westerlo,LM,68,86,66,57,69,47,77
Amine Sbai,Morocco,Al Fateh,LW,68,76,62,61,74,27,50
Dan Scarr,England,Wrexham,CB,68,51,40,46,51,68,78
Stefan Schimmer,Germany,Heidenheim,ST,68,64,68,48,63,29,72
Lukas Schleimer,Germany,1. FC Nürnberg,MOC,68,70,61,63,71,44,52
Alessandro Schopf,Austria,Whitecaps FC,CM,68,69,65,67,69,61,69
Marvin Schulz,Germany,Holstein Kiel,CB,68,66,63,63,67,68,70
Inigo Pina,Spain,CD Eldense,CB,68,65,33,50,50,69,65
Rubin Seigers,Belgium,KVC Westerlo,CB,68,66,25,57,51,69,67
Seo Min Woo,"Korea, South",Gimcheon Sangmu,CM,68,60,54,62,66,65,78
Seo Jin Su,"Korea, South",Jeju United,ST,68,82,68,58,71,22,65
Claudio Sepulveda,Chile,Huachipato,CDM,68,59,58,60,58,63,69
Mats Seuntjens,Netherlands,CD Castellón,ST,68,75,68,68,67,51,71
Josh Sheehan,Wales,Bolton,CDM,68,79,57,69,71,62,64
Maryan Shved,Ukraine,Shakhtar Donetsk,RM,68,72,68,62,72,38,48
Toby Sibbick,England,Wigan Athletic,CB,68,75,31,53,61,69,71
Carlo Sickinger,Germany,SV Elversberg,CB,68,62,49,60,65,69,69
Igor Silva,Brazil,FC Lorient,RB,68,74,53,62,71,64,63
Marco Matias,Portugal,Farense,LM,68,74,67,63,70,36,59
Jean Carlos,Brazil,Raków,LM,68,85,60,63,64,45,66
Roko Simic,Croatia,KV Kortrijk,ST,68,64,68,62,69,30,76
Danel Sinani,Luxembourg,FC St. Pauli,RM,68,69,66,68,68,41,65
Dogukan Sinik,Turkey,Hull City,LM,68,81,62,64,72,38,48
Tobias Sippel,Germany,M'gladbach,GK,68,67,65,74,67,47,66
Jonathan Sirois,Canada,CF Montréal,GK,68,69,65,55,69,34,69
Abdoulaye Sissako,France,KV Kortrijk,CM,68,71,58,65,72,64,77
Maxime Sivis,France,FC Dinamo 1948,RB,68,76,58,60,66,62,73
Tom Sloncik,Czech Republic,Viktoria Plzeň,MOC,68,67,67,67,70,42,59
Gabriel Slonina,United States,Barnsley,GK,68,70,65,63,70,45,65
Sam Smith,England,Reading,ST,68,74,66,57,66,29,76
Paul Smyth,Northern Ireland,QPR,RM,68,90,59,60,71,40,55
Soberon,Spain,Real Zaragoza,ST,68,70,69,56,67,34,53
Dejan Sorgic,Switzerland,FC Sion,ST,68,63,69,62,69,41,65
Gonzalo Sosa,Argentina,Palestino,ST,68,53,71,45,62,21,67
Eduardo Sosa,Venezuela,Deportes Tolima,MOC,68,70,68,62,72,39,64
Guillermo Soto,Chile,Uni. Católica,RB,68,77,27,61,66,63,62
Sambou Soumano,Senegal,FC Lorient,ST,68,69,69,52,69,25,53
Issa Soumare,Senegal,Havre AC,LM,68,82,64,59,68,19,61
Furkan Soyalp,Turkey,Gaziantep,CM,68,70,62,69,70,54,64
Blair Spittal,Scotland,Hearts,CM,68,75,67,68,70,55,67
Dennis Srbeny,Germany,Fürth,ST,68,64,66,59,68,33,71
Apostolos Stamatelopoulos,Australia,Motherwell,ST,68,70,66,58,65,40,79
Jozo Stanic,Croatia,FC St. Gallen,CB,68,61,28,57,59,68,75
Lucas Stassin,Belgium,AS Saint-Étienne,ST,68,69,72,63,68,34,57
Jed Steer,England,Peterborough,GK,68,69,67,67,68,51,68
Enda Stevens,Ireland,Stoke City,LB,68,63,45,63,65,65,73
Paul Stock,Germany,SV Elversberg,MOC,68,68,65,67,66,54,74
Luca Strizzolo,Italy,Cosenza,ST,68,71,66,56,64,32,74
Brad Stuver,United States,Austin FC,GK,68,68,68,66,69,47,68
Bosko Sutalo,Croatia,Standard Liège,CB,68,60,44,56,62,70,67
Yuito Suzuki,Japan,Brøndby IF,MOC,68,73,68,63,72,48,52
Sander Svendsen,Norway,Viking FK,RW,68,82,64,62,70,36,66
Gabor Szalai,Hungary,Ferencvárosi TC,CB,68,54,38,41,46,67,76
Peter Szappanos,Hungary,Al Fateh,GK,68,66,63,60,74,24,65
Patryk Szysz,Poland,Başakşehir,RM,68,84,69,59,68,33,70
Waniss Taibi,France,Rodez AF,CM,68,53,50,68,69,56,66
Maksym Taloverov,Ukraine,LASK,CB,68,58,38,54,57,67,75
Tang Xin,China,Rongcheng FC,RB,68,76,32,48,61,64,71
Tang Miao,China,Rongcheng FC,RB,68,80,42,63,67,60,78
George Tanner,England,Bristol City,RB,68,71,43,55,65,65,67
Gonzalo Tapia,Chile,Uni. Católica,RM,68,79,61,58,69,25,67
Yohan Tavares,Portugal,Laval MFC,CB,68,55,41,52,56,68,72
Elayis Tavsan,Netherlands,Cesena,RW,68,79,64,62,71,24,55
Jack Taylor,Ireland,Ipswich,CDM,68,72,65,64,67,64,71
Duplexe Tchamba,Cameroon,Casa Pia AC,CB,68,69,35,45,54,67,78
Malik Tchokounte,France,Laval MFC,ST,68,40,69,54,64,24,79
Bryan Teixeira,Cabo Verde,Magdeburg,ST,68,81,65,65,72,48,67
Lino Tempelmann,Germany,FC Schalke 04,CM,68,76,56,64,70,66,68
Robert Tesche,Germany,VfL Osnabrück,CM,68,39,66,68,67,68,69
Jamal Thiare,Senegal,Atlanta United,ST,68,87,65,56,69,22,72
Stefan Teitur Thordarson,Iceland,Preston,CM,68,60,65,64,65,62,69
Konstantinos Thymianis,Greece,PAOK FC,CDM,68,61,49,56,61,66,73
Mohamed Tijani,Benin,Yverdon Sport FC,CB,68,66,37,53,58,65,76
David Tijanic,Slovenia,Göztepe,MOC,68,75,66,66,73,49,67
Eoin Toal,Northern Ireland,Bolton,CB,68,50,31,43,53,67,77
Bastien Toma,Switzerland,FC St. Gallen,CM,68,64,63,66,72,63,67
Guti,Brazil,Sport Huancayo,CB,68,41,29,50,48,67,71
Jon Toral,Spain,Mumbai City FC,MOC,68,70,61,69,67,50,47
Tidjany Toure,France,Gil Vicente,LM,68,83,61,60,71,26,62
Mathys Tourraine,Morocco,Paris FC,RB,68,76,39,56,64,63,61
Lisandru Tramoni,France,SC Bastia,RM,68,79,61,65,69,42,62
Benie Traore,Cote d'Ivoire,FC Basel 1893,ST,68,86,65,54,75,32,63
Wil Trapp,United States,Minnesota United,CDM,68,48,50,65,68,64,66
Arnor Ingvi Traustason,Iceland,IFK Norrköping,CM,68,78,68,68,70,58,74
Franco Troyansky,Argentina,Gimnasia,ST,68,75,67,63,70,36,72
Kevin Tshiembe,Denmark,Brøndby IF,CB,68,74,40,53,56,66,78
Turrientes,Spain,Real Sociedad,CM,68,66,51,69,67,60,53
Marian Tvrdon,Slovakia,Viktoria Plzeň,GK,68,69,67,68,71,30,70
Naci Unuvar,Turkey,RCD Espanyol,LW,68,64,61,68,73,37,45
Luciano Ursino,Bolivia,The Strongest,CM,68,67,66,69,71,54,56
Ramiro Vaca,Bolivia,Bolívar,MOC,68,74,68,67,71,26,40
Hakon Valdimarsson,Iceland,Brentford,GK,68,68,65,64,69,20,68
Ever Valencia,Colombia,América de Cali,LM,68,84,55,60,70,44,61
Milton Valenzuela,Argentina,FC Lugano,LB,68,75,44,65,68,62,69
Valera,Spain,Valencia CF,RM,68,83,62,61,71,26,42
Alex Valle,Spain,Celtic,LB,68,72,46,64,68,62,67
Jules Van Cleemput,Belgium,KV Mechelen,CB,68,71,31,63,66,68,70
Tom van de Looi,Netherlands,FC Famalicão,CDM,68,67,65,67,69,64,72
Davy van den Berg,Netherlands,PEC Zwolle,CM,68,66,66,66,67,60,75
Jan Van den Bergh,Belgium,NAC Breda,CB,68,65,52,60,63,69,71
Djevencio van der Kust,Suriname,Sparta Rotterdam,LB,68,87,40,55,66,60,61
Tom Vandenberghe,Belgium,KV Kortrijk,GK,68,68,65,61,69,29,70
Jonathan Varane,France,QPR,CDM,68,59,46,62,65,66,72
Cristopher Varela,Venezuela,Dep. La Guaira,GK,68,64,68,71,70,33,65
Jose Varela,Uruguay,Racing Club,CM,68,66,64,71,69,52,57
Diego Pampin,Spain,Levante UD,LB,68,70,40,61,64,64,61
Dal Varesanovic,Bosnia-Herzegovina,Çaykur Rizespor,MOC,68,65,63,65,70,40,53
Kerwin Vargas,Colombia,Charlotte FC,LW,68,81,59,66,69,31,59
Kenneth Vargas,Costa Rica,Hearts,ST,68,82,69,50,68,22,54
Aljosa Vasic,Serbia,Palermo,CM,68,77,64,68,73,66,68
Devis Vasquez,Colombia,Empoli,GK,68,67,66,68,71,38,64
Ignacio Vazquez,Argentina,Platense,CB,68,43,29,40,43,70,77
