Identifier,name,nation,club,field,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY
kaishusano_JAP,Kaishu Sano,Japan,1. FSV Mainz 05,MF,Central_Midfielder,68,71,50,63,71,67,60
kaitrewin_AUS,Kai Trewin,Australia,Melbourne City,DF,Centre_Back,65,66,43,56,58,64,77
kaiwagner_GER,Kai Wagner,Germany,Philadelphia,DF,Left_Back,75,78,50,69,69,70,79
kaku_PAR,Kaku,Paraguay,Al Ain FC,MF,Attacking_Midfielder,79,81,72,81,80,52,64
kalidoukoulibaly_SEN,Kalidou Koulibaly,Senegal,Al Hilal,DF,Centre_Back,84,76,48,64,67,85,84
kalvinphillips_ENG,Kalvin Phillips,England,Ipswich,MF,Defensive_Midfielder,77,58,65,73,73,75,74
kalysene_SEN,Kaly Sene,Senegal,Lausanne-Sport,FW,Striker,70,85,71,62,73,27,68
kamaldeensulemana_GHA,Kamaldeen Sulemana,Ghana,Southampton,FW,Left_Winger,71,93,65,63,75,28,60
kamalmiller_CAN,Kamal Miller,Canada,Portland Timbers,DF,Centre_Back,71,76,48,60,63,69,80
kamielvandeperre_BEL,Kamiel Van de Perre,Belgium,R. Union St.-G.,MF,Central_Midfielder,53,73,39,52,59,41,42
kamilgrabara_POL,Kamil Grabara,Poland,VfL Wolfsburg,GK,Goalkeeper,75,76,75,72,76,42,75
kamilpiatkowski_POL,Kamil Piatkowski,Poland,RB Salzburg,DF,Centre_Back,73,80,47,64,68,70,82
kamorydoumbia_MAL,Kamory Doumbia,Mali,Stade Brestois,MF,Attacking_Midfielder,73,69,67,70,76,57,59
kanghyeonmu_KOR,Kang Hyeon Mu,"Korea, South",FC Seoul,GK,Goalkeeper,69,69,67,64,71,44,69
kangsangwoo_KOR,Kang Sang Woo,"Korea, South",FC Seoul,DF,Left_Back,68,77,65,67,69,58,67
kanyafujimoto_JAP,Kanya Fujimoto,Japan,Gil Vicente,MF,Attacking_Midfielder,73,79,67,72,74,52,51
karimbenzema_FRA,Karim Benzema,France,Al Ittihad,FW,Striker,86,77,85,81,84,38,77
karimkonate_COT,Karim Konate,Cote d'Ivoire,RB Salzburg,FW,Striker,73,86,70,56,75,40,65
karimonisiwo_AUS,Karim Onisiwo,Austria,1. FSV Mainz 05,FW,Striker,73,75,71,63,71,50,83
karimsow_SWI,Karim Sow,Switzerland,Lausanne-Sport,DF,Centre_Back,56,52,28,34,31,57,66
karlhein_EST,Karl Hein,Estonia,R. Valladolid CF,GK,Goalkeeper,64,61,63,56,66,35,64
karloletica_CRO,Karlo Letica,Croatia,Lausanne-Sport,GK,Goalkeeper,69,69,65,65,70,32,70
karolswiderski_POL,Karol Swiderski,Poland,Charlotte FC,FW,Striker,73,64,74,62,71,32,71
kasperdolberg_DEN,Kasper Dolberg,Denmark,RSC Anderlecht,FW,Striker,76,73,78,66,71,30,68
kasperhogh_DEN,Kasper Hogh,Denmark,FK Bodø/Glimt,FW,Striker,64,77,62,50,62,28,64
kasperjorgensen_DEN,Kasper Jorgensen,Denmark,AaB,DF,Right_Back,67,78,45,56,64,59,74
kasperschmeichel_DEN,Kasper Schmeichel,Denmark,Celtic,GK,Goalkeeper,80,77,76,79,78,42,80
kassoumouattara_FRA,Kassoum Ouattara,France,AS Monaco,DF,Left_Back,69,77,41,60,68,63,68
kastriotimeri_SWI,Kastriot Imeri,Switzerland,BSC Young Boys,MF,Central_Midfielder,69,76,72,69,74,57,66
kauasantos_BRA,Kaua Santos,Brazil,Frankfurt,GK,Goalkeeper,61,64,60,55,64,30,57
kayky_BRA,Kayky,Brazil,Sparta Rotterdam,FW,Right_Winger,66,79,58,57,72,28,45
keanubaccus_AUS,Keanu Baccus,Australia,Mansfield Town,MF,Central_Midfielder,68,77,55,62,69,68,70
keatonparks_UNI,Keaton Parks,United States,New York City FC,MF,Defensive_Midfielder,72,34,62,68,68,68,74
keeganjelacic_AUS,Keegan Jelacic,Australia,Brisbane Roar,MF,Side_Midfielder,64,74,57,60,65,54,69
keessims_NEW,Kees Sims,New Zealand,GAIS,GK,Goalkeeper,57,57,59,59,55,26,54
keessmit_NET,Kees Smit,Netherlands,AZ,MF,Central_Midfielder,64,69,53,62,67,59,63
keigotsunemoto_JAP,Keigo Tsunemoto,Japan,Servette FC,DF,Right_Back,70,76,49,61,64,66,59
keketopp_GER,Keke Topp,Germany,SV Werder Bremen,FW,Striker,67,60,65,50,62,26,77
kelechiiheanacho_NIG,Kelechi Iheanacho,Nigeria,Sevilla FC,FW,Striker,74,71,74,69,75,38,71
kellynacosta_UNI,Kellyn Acosta,United States,Chicago Fire FC,MF,Central_Midfielder,71,74,67,71,71,66,76
kelvinyeboah_ITA,Kelvin Yeboah,Italy,Minnesota United,FW,Striker,71,88,69,57,71,24,69
kenanyildiz_TUR,Kenan Yildiz,Turkey,Juventus,FW,Left_Winger,70,75,61,66,73,28,61
kendrypaez_ECU,Kendry Paez,Ecuador,IDV,MF,Attacking_Midfielder,72,79,67,69,72,43,52
kennethpaal_SUR,Kenneth Paal,Suriname,QPR,DF,Left_Back,71,81,51,68,72,65,72
kennethtaylor_NET,Kenneth Taylor,Netherlands,Ajax,MF,Central_Midfielder,74,74,68,76,74,60,69
kennethvargas_COS,Kenneth Vargas,Costa Rica,Hearts,FW,Striker,68,82,69,50,68,22,54
kennytete_NET,Kenny Tete,Netherlands,Fulham,DF,Right_Back,76,73,47,67,69,75,77
kenyarroyo_ECU,Keny Arroyo,Ecuador,IDV,FW,Left_Winger,58,70,59,52,59,30,52
kevin_BRA,Kevin,Brazil,Shakhtar Donetsk,FW,Left_Winger,70,78,63,66,74,33,54
kevinakpoguma_NIG,Kevin Akpoguma,Nigeria,TSG Hoffenheim,DF,Centre_Back,74,74,48,59,70,75,74
kevinbehrens_GER,Kevin Behrens,Germany,VfL Wolfsburg,FW,Striker,73,67,72,51,66,42,85
kevinboma_TOG,Kevin Boma,Togo,Estoril Praia,DF,Centre_Back,65,40,37,45,46,66,69
kevincarlos_SPA,Kevin Carlos,Spain,FC Basel 1893,FW,Striker,69,62,69,52,65,27,75
kevindanois_FRA,Kevin Danois,France,AJ Auxerre,MF,Central_Midfielder,61,55,53,60,61,61,50
kevindanso_AUS,Kevin Danso,Austria,RC Lens,DF,Centre_Back,80,75,32,57,62,80,85
kevindebruyne_BEL,Kevin De Bruyne,Belgium,Manchester City,MF,Central_Midfielder,90,67,87,94,87,65,78
kevindenkey_TOG,Kevin Denkey,Togo,Cercle Brugge,FW,Striker,76,75,77,54,72,29,83
kevingutierrez_ARG,Kevin Gutierrez,Argentina,Defensa,MF,Defensive_Midfielder,70,77,60,67,72,63,71
kevinkampl_SLO,Kevin Kampl,Slovenia,RB Leipzig,MF,Central_Midfielder,78,52,66,79,81,64,59
kevinkelsy_VEN,Kevin Kelsy,Venezuela,FC Cincinnati,FW,Striker,65,77,66,47,61,27,55
kevinmacallister_ARG,Kevin Mac Allister,Argentina,R. Union St.-G.,DF,Centre_Back,74,75,55,60,72,74,79
kevinmbabu_SWI,Kevin Mbabu,Switzerland,FC Midtjylland,DF,Right_Back,76,84,51,67,71,73,78
kevinmuller_GER,Kevin Muller,Germany,Heidenheim,GK,Goalkeeper,75,73,71,69,78,48,74
kevino'toole_UNI,Kevin O'Toole,United States,New York City FC,DF,Left_Back,62,67,53,51,63,59,60
kevinparedes_UNI,Kevin Paredes,United States,VfL Wolfsburg,MF,Side_Midfielder,73,78,59,66,78,58,49
kevinschade_GER,Kevin Schade,Germany,Brentford,FW,Left_Winger,72,94,65,59,73,29,64
kevintrapp_GER,Kevin Trapp,Germany,Frankfurt,GK,Goalkeeper,82,82,80,76,84,46,79
kevinzeroli_ITA,Kevin Zeroli,Italy,Milano FC,MF,Central_Midfielder,65,68,57,62,70,64,59
kewin_BRA,Kewin,Brazil,Moreirense FC,GK,Goalkeeper,72,75,67,66,75,29,74
khalilfayad_MOR,Khalil Fayad,Morocco,Montpellier,MF,Central_Midfielder,69,65,59,68,75,63,42
khephrenthuram_FRA,Khephren Thuram,France,Juventus,MF,Central_Midfielder,78,71,71,77,78,76,78
khusniddinalikulov_UZB,Khusniddin Alikulov,Uzbekistan,Çaykur Rizespor,DF,Centre_Back,63,63,31,48,47,63,63
khvichakvaratskhelia_GEO,Khvicha Kvaratskhelia,Georgia,SSC Napoli,FW,Left_Winger,85,86,79,80,86,41,71
kialondagaspar_ANG,Kialonda Gaspar,Angola,Lecce,DF,Centre_Back,72,64,30,40,54,72,81
kianfitz-jim_NET,Kian Fitz-Jim,Netherlands,Ajax,MF,Central_Midfielder,69,69,56,68,74,62,50
kierandowell_ENG,Kieran Dowell,England,Rangers,MF,Attacking_Midfielder,71,63,70,71,73,40,55
kierantierney_SCO,Kieran Tierney,Scotland,Arsenal,DF,Left_Back,79,80,60,75,77,76,75
kierantrippier_ENG,Kieran Trippier,England,Newcastle Utd,DF,Right_Back,83,67,65,85,78,81,72
kiernandewsbury-hall_ENG,Kiernan Dewsbury-Hall,England,Chelsea,MF,Central_Midfielder,78,67,71,77,78,69,77
kieronbowie_SCO,Kieron Bowie,Scotland,Hibernian,FW,Striker,64,75,62,59,63,39,80
kikegarcia_SPA,Kike Garcia,Spain,D. Alavés,FW,Striker,74,52,75,64,72,44,72
kikesalas_SPA,Kike Salas,Spain,Sevilla FC,DF,Centre_Back,73,63,26,46,52,74,74
kikofemenia_SPA,Kiko Femenia,Spain,Villarreal CF,DF,Right_Back,73,69,56,69,67,71,65
kiliannsildillia_FRA,Kiliann Sildillia,France,SC Freiburg,DF,Right_Back,73,68,30,61,68,74,71
killiansardella_BEL,Killian Sardella,Belgium,RSC Anderlecht,DF,Right_Back,72,74,38,67,73,67,64
kimhyeonug_KOR,Kim Hyeon Ug,"Korea, South",Daejeon,FW,Right_Winger,70,79,69,64,73,48,60
kimjeonghoon_KOR,Kim Jeong Hoon,"Korea, South",Jeonbuk Hyundai,GK,Goalkeeper,65,62,66,58,68,17,62
kimjinhyuk_KOR,Kim Jin Hyuk,"Korea, South",Daegu FC,DF,Centre_Back,69,59,58,55,60,68,78
kimjinkyu_KOR,Kim Jin Kyu,"Korea, South",Jeonbuk Hyundai,MF,Central_Midfielder,68,76,60,67,70,37,69
kimjusung_KOR,Kim Ju Sung,"Korea, South",FC Seoul,DF,Centre_Back,67,73,39,47,54,65,73
kimminduk_KOR,Kim Min Duk,"Korea, South",Gimcheon Sangmu,DF,Centre_Back,66,64,33,38,53,66,73
kimminjae_KOR,Kim Min Jae,"Korea, South",FC Bayern München,DF,Centre_Back,83,76,33,57,63,85,83
kimmoonhwan_KOR,Kim Moon Hwan,"Korea, South",Daejeon,DF,Right_Back,68,83,53,59,68,60,68
kimseunggyu_KOR,Kim Seung Gyu,"Korea, South",Al Shabab,GK,Goalkeeper,73,75,65,70,76,36,71
kimtaehwan_KOR,Kim Tae Hwan,"Korea, South",Jeonbuk Hyundai,DF,Right_Back,65,80,51,58,63,57,76
kimyoungbin_KOR,Kim Young Bin,"Korea, South",Gangwon FC,DF,Centre_Back,66,62,28,47,46,65,77
kisungyueng_KOR,Ki Sung Yueng,"Korea, South",FC Seoul,MF,Central_Midfielder,75,54,66,76,70,64,77
kjellscherpen_NET,Kjell Scherpen,Netherlands,SK Sturm Graz,GK,Goalkeeper,72,76,67,70,73,41,72
kobbiemainoo_ENG,Kobbie Mainoo,England,Man Utd,MF,Defensive_Midfielder,77,74,66,74,81,73,72
kodaisano_JAP,Kodai Sano,Japan,N.E.C. Nijmegen,MF,Side_Midfielder,68,67,56,67,71,59,64
koencasteels_BEL,Koen Casteels,Belgium,Al Qadisiyah,GK,Goalkeeper,82,82,79,74,85,45,83
koitakura_JAP,Ko Itakura,Japan,M'gladbach,DF,Centre_Back,76,73,45,59,70,77,73
kojimiyoshi_JAP,Koji Miyoshi,Japan,VfL Bochum 1848,MF,Side_Midfielder,70,75,65,68,74,46,49
koke_SPA,Koke,Spain,Atlético de Madrid,MF,Defensive_Midfielder,83,69,72,84,79,77,78
kokimachida_JAP,Koki Machida,Japan,R. Union St.-G.,DF,Centre_Back,74,78,42,59,52,73,80
kokiogawa_JAP,Koki Ogawa,Japan,N.E.C. Nijmegen,FW,Striker,69,48,70,57,65,29,70
konidewinter_BEL,Koni De Winter,Belgium,Genoa,DF,Centre_Back,72,67,39,57,66,73,71
konstantinoskoulierakis_GRE,Konstantinos Koulierakis,Greece,VfL Wolfsburg,DF,Centre_Back,74,69,43,56,63,74,75
konstantinosmavropanos_GRE,Konstantinos Mavropanos,Greece,West Ham,DF,Centre_Back,78,74,56,54,59,79,82
konstantinostsimikas_GRE,Konstantinos Tsimikas,Greece,Liverpool,DF,Left_Back,77,80,57,74,75,73,78
konstantinostzolakis_GRE,Konstantinos Tzolakis,Greece,Olympiacos FC,GK,Goalkeeper,73,73,71,70,75,49,70
koseungbeom_KOR,Ko Seung Beom,"Korea, South",Ulsan Hyundai,MF,Central_Midfielder,71,72,60,68,71,66,78
kostabarbarouses_NEW,Kosta Barbarouses,New Zealand,Well. Phoenix,FW,Striker,68,78,68,58,70,38,74
kostagrozos_AUS,Kosta Grozos,Australia,Newcastle Jets,MF,Central_Midfielder,63,68,53,64,62,55,69
kristerstobers_LAT,Kristers Tobers,Latvia,GC Zürich,DF,Centre_Back,67,54,42,54,50,67,73
kristianarnstad_NOR,Kristian Arnstad,Norway,AGF,MF,Central_Midfielder,66,68,56,65,70,60,64
kristianhlynsson_ICE,Kristian Hlynsson,Iceland,Ajax,MF,Attacking_Midfielder,69,65,63,65,72,41,50
kristianthorstvedt_NOR,Kristian Thorstvedt,Norway,Sassuolo,MF,Central_Midfielder,73,57,71,73,72,67,79
kristijanbelic_SER,Kristijan Belic,Serbia,AZ,MF,Defensive_Midfielder,72,65,54,67,66,72,74
kristijankahlina_CRO,Kristijan Kahlina,Croatia,Charlotte FC,GK,Goalkeeper,68,68,69,67,69,21,68
kristjanasllani_ALB,Kristjan Asllani,Albania,Lombardia FC,MF,Defensive_Midfielder,75,66,61,74,74,70,69
kristofferajer_NOR,Kristoffer Ajer,Norway,Brentford,DF,Centre_Back,76,64,56,63,70,74,82
krystofdanek_CZE,Krystof Danek,Czech Republic,Sparta Praha,FW,Right_Winger,70,69,61,69,73,26,59
krzysztofpiatek_POL,Krzysztof Piatek,Poland,Başakşehir,FW,Striker,74,70,75,56,72,36,71
kurtzouma_FRA,Kurt Zouma,France,Al Orobah,DF,Centre_Back,78,52,51,61,56,78,82
kuryumatsuki_JAP,Kuryu Matsuki,Japan,Göztepe,MF,Central_Midfielder,62,66,61,58,61,58,71
kwonhyeokkyu_KOR,Kwon Hyeok Kyu,"Korea, South",Hibernian,MF,Defensive_Midfielder,66,68,48,59,60,60,82
kyerowles_AUS,Kye Rowles,Australia,Hearts,DF,Centre_Back,71,64,24,46,47,72,76
kyleduncan_UNI,Kyle Duncan,United States,Red Bulls,DF,Right_Back,67,83,44,51,67,63,71
kylehiebert_CAN,Kyle Hiebert,Canada,St. Louis CITY SC,DF,Centre_Back,67,66,25,47,54,66,74
kylewalker-peters_ENG,Kyle Walker-Peters,England,Southampton,DF,Right_Back,76,75,47,68,74,73,71
kylewalker_ENG,Kyle Walker,England,Manchester City,DF,Right_Back,84,89,64,77,78,79,81
kylianmbappe_FRA,Kylian Mbappe,France,Real Madrid,FW,Striker,91,97,90,80,92,36,78
kyogofuruhashi_JAP,Kyogo Furuhashi,Japan,Celtic,FW,Striker,77,84,78,67,75,49,65
kyrianisabbe_BEL,Kyriani Sabbe,Belgium,Club Brugge,DF,Right_Back,70,76,51,68,71,63,58
lachlanbayliss_NEW,Lachlan Bayliss,New Zealand,Newcastle Jets,MF,Side_Midfielder,58,74,55,52,59,40,56
lachlanjackson_AUS,Lachlan Jackson,Australia,Suwon FC,DF,Centre_Back,65,44,26,42,45,65,75
ladislavkrejci_CZE,Ladislav Krejci,Czech Republic,Girona FC,DF,Centre_Back,77,67,67,67,69,74,85
lamarebogarde_NET,Lamare Bogarde,Netherlands,Aston Villa,MF,Defensive_Midfielder,64,64,46,57,61,63,69
lameckbanda_ZAM,Lameck Banda,Zambia,Lecce,FW,Left_Winger,72,88,66,60,77,30,43
laminecamara_SEN,Lamine Camara,Senegal,AS Monaco,MF,Central_Midfielder,73,79,65,73,74,57,59
lamineyamal_SPA,Lamine Yamal,Spain,FC Barcelona,FW,Right_Winger,81,82,75,76,82,23,48
larsunnerstall_GER,Lars Unnerstall,Germany,FC Twente,GK,Goalkeeper,80,80,80,66,83,32,80
larsvilliger_SWI,Lars Villiger,Switzerland,FC Luzern,FW,Striker,66,65,66,48,64,24,68
lassanacoulibaly_MAL,Lassana Coulibaly,Mali,Lecce,MF,Defensive_Midfielder,74,69,58,69,72,72,75
lassinatraore_BUR,Lassina Traore,Burkina Faso,Shakhtar Donetsk,FW,Striker,73,78,71,58,69,30,76
laurentiupopescu_ROM,Laurentiu Popescu,Romania,Univ. Craiova,GK,Goalkeeper,68,68,67,67,69,31,67
lautaroblanco_ARG,Lautaro Blanco,Argentina,Boca Juniors,DF,Left_Back,71,78,46,64,69,63,69
lautaromartinez_ARG,Lautaro Martinez,Argentina,Lombardia FC,FW,Striker,89,82,88,75,87,54,85
lawrenceatizigi_GHA,Lawrence Ati Zigi,Ghana,FC St. Gallen,GK,Goalkeeper,73,74,69,65,75,40,72
lawrenceshankland_SCO,Lawrence Shankland,Scotland,Hearts,FW,Striker,75,63,78,64,74,28,80
lawrencethomas_AUS,Lawrence Thomas,Australia,WS Wanderers,GK,Goalkeeper,69,70,67,69,69,36,68
lazareamani_COT,Lazare Amani,Cote d'Ivoire,R. Union St.-G.,MF,Central_Midfielder,73,77,65,70,79,66,70
lazarosrota_GRE,Lazaros Rota,Greece,AEK Athens,DF,Right_Back,72,78,44,62,69,67,70
lazarsamardzic_SER,Lazar Samardzic,Serbia,Bergamo Calcio,MF,Central_Midfielder,75,70,71,73,79,60,62
leandrobrey_ARG,Leandro Brey,Argentina,Boca Juniors,GK,Goalkeeper,64,64,60,50,65,29,65
leandrocabrera_URU,Leandro Cabrera,Uruguay,RCD Espanyol,DF,Centre_Back,74,54,45,57,53,74,79
leandrolozano_URU,Leandro Lozano,Uruguay,Nacional,DF,Right_Back,70,78,56,63,66,65,69
leandroparedes_ARG,Leandro Paredes,Argentina,AS Roma,MF,Central_Midfielder,78,62,64,83,78,71,77
leandrotrossard_BEL,Leandro Trossard,Belgium,Arsenal,FW,Left_Winger,83,82,81,80,85,30,61
leechanggeun_KOR,Lee Chang Geun,"Korea, South",Daejeon,GK,Goalkeeper,74,73,74,67,77,45,72
leedongkyeong_KOR,Lee Dong Kyeong,"Korea, South",Gimcheon Sangmu,MF,Attacking_Midfielder,74,75,74,72,75,57,69
leehanbeom_KOR,Lee Han Beom,"Korea, South",FC Midtjylland,DF,Centre_Back,69,61,28,50,57,69,73
leehojae_KOR,Lee Ho Jae,"Korea, South",Pohang Steelers,FW,Striker,67,38,73,44,55,26,76
leehyunju_KOR,Lee Hyun Ju,"Korea, South",Hannover 96,MF,Attacking_Midfielder,66,73,55,61,72,32,52
leejaesung_KOR,Lee Jae Sung,"Korea, South",1. FSV Mainz 05,MF,Attacking_Midfielder,76,69,71,72,81,59,61
leejinyong_KOR,Lee Jin Yong,"Korea, South",Gimcheon Sangmu,MF,Central_Midfielder,65,59,48,61,64,63,73
leemyungjae_KOR,Lee Myung Jae,"Korea, South",Ulsan Hyundai,DF,Left_Back,68,77,43,60,68,60,68
leemyungjoo_KOR,Lee Myung Joo,"Korea, South",Incheon United,MF,Central_Midfielder,69,68,61,67,69,60,72
leeseungmo_KOR,Lee Seung Mo,"Korea, South",FC Seoul,MF,Defensive_Midfielder,62,70,57,56,63,56,76
leeseungwoo_KOR,Lee Seung Woo,"Korea, South",Jeonbuk Hyundai,MF,Attacking_Midfielder,72,82,70,66,74,41,63
leesoonmin_KOR,Lee Soon Min,"Korea, South",Daejeon,MF,Central_Midfielder,70,68,61,65,69,67,79
leeyeongjae_KOR,Lee Yeong Jae,"Korea, South",Jeonbuk Hyundai,MF,Central_Midfielder,71,75,62,69,73,58,69
leifdavis_ENG,Leif Davis,England,Ipswich,DF,Left_Back,76,80,54,75,73,70,73
leightonclarkson_ENG,Leighton Clarkson,England,Aberdeen,MF,Central_Midfielder,70,66,64,71,71,60,56
lennardmaloney_UNI,Lennard Maloney,United States,Heidenheim,MF,Defensive_Midfielder,73,64,44,56,60,75,86
lennonmiller_SCO,Lennon Miller,Scotland,Motherwell,MF,Central_Midfielder,66,73,58,66,67,52,63
lenyyoro_FRA,Leny Yoro,France,Man Utd,DF,Centre_Back,78,73,41,59,61,79,73
leoduarte_BRA,Leo Duarte,Brazil,Başakşehir,DF,Centre_Back,75,57,36,49,60,76,78
leokokubo_JAP,Leo Kokubo,Japan,STVV,GK,Goalkeeper,64,63,62,60,65,41,63
leoleroy_FRA,Leo Leroy,France,FC Basel 1893,MF,Central_Midfielder,69,53,56,69,69,61,66
leonardobalerdi_ARG,Leonardo Balerdi,Argentina,OM,DF,Centre_Back,79,64,45,62,68,80,77
leonardofernandez_URU,Leonardo Fernandez,Uruguay,Peñarol,MF,Attacking_Midfielder,76,78,79,76,75,44,64
leonardomorales_ARG,Leonardo Morales,Argentina,Gimnasia,DF,Centre_Back,72,70,33,52,64,72,76
leonardopavoletti_ITA,Leonardo Pavoletti,Italy,Cagliari,FW,Striker,70,49,68,53,61,39,68
leonavdullahu_SWI,Leon Avdullahu,Switzerland,FC Basel 1893,MF,Defensive_Midfielder,63,59,48,59,59,57,63
leonelpicco_ARG,Leonel Picco,Argentina,Platense,MF,Defensive_Midfielder,68,54,58,61,63,65,73
leonflach_UNI,Leon Flach,United States,Philadelphia,MF,Central_Midfielder,68,82,54,63,69,68,70
leongoretzka_GER,Leon Goretzka,Germany,FC Bayern München,MF,Central_Midfielder,83,70,80,80,81,80,85
leongrgic_AUS,Leon Grgic,Austria,SK Sturm Graz,FW,Striker,60,64,62,48,58,19,56
leonking_SCO,Leon King,Scotland,Rangers,DF,Centre_Back,66,69,34,60,65,66,64
leoostigard_NOR,Leo Ostigard,Norway,Stade Rennais FC,DF,Centre_Back,72,64,37,50,61,71,79
leopoldquerfeld_AUS,Leopold Querfeld,Austria,Union Berlin,DF,Centre_Back,73,61,40,55,51,72,82
leopoldwahlstedt_SWE,Leopold Wahlstedt,Sweden,AGF,GK,Goalkeeper,67,68,64,64,70,36,65
leoroman_SPA,Leo Roman,Spain,RCD Mallorca,GK,Goalkeeper,73,71,72,69,75,49,70
leosauer_SLO,Leo Sauer,Slovakia,NAC Breda,FW,Left_Winger,66,81,58,61,70,39,59
lesleyugochukwu_FRA,Lesley Ugochukwu,France,Southampton,MF,Defensive_Midfielder,73,64,57,68,68,72,75
levicolwill_ENG,Levi Colwill,England,Chelsea,DF,Centre_Back,77,69,40,68,68,77,77
levigarcia_TRI,Levi Garcia,Trinidad and Tobago,AEK Athens,FW,Striker,78,89,77,71,81,35,82
levinwinkler_SWI,Levin Winkler,Switzerland,FC Luzern,MF,Central_Midfielder,62,62,48,61,62,61,57
lewinblum_SWI,Lewin Blum,Switzerland,BSC Young Boys,DF,Right_Back,70,74,27,64,69,65,66
lewiscook_ENG,Lewis Cook,England,AFC Bournemouth,MF,Defensive_Midfielder,77,60,62,75,77,73,68
lewisferguson_SCO,Lewis Ferguson,Scotland,Bologna,MF,Central_Midfielder,79,75,78,75,80,73,82
lewishall_ENG,Lewis Hall,England,Newcastle Utd,DF,Left_Back,73,74,62,74,75,68,59
lewisholtby_GER,Lewis Holtby,Germany,Holstein Kiel,MF,Central_Midfielder,74,61,66,75,76,63,67
lewismayo_SCO,Lewis Mayo,Scotland,Kilmarnock,DF,Centre_Back,66,68,36,53,59,65,73
lewismiley_ENG,Lewis Miley,England,Newcastle Utd,MF,Central_Midfielder,72,65,61,72,73,64,66
lewismiller_AUS,Lewis Miller,Australia,Hibernian,DF,Right_Back,67,66,43,57,62,65,73
lewismorgan_SCO,Lewis Morgan,Scotland,Red Bulls,FW,Striker,73,82,74,71,75,55,68
lewisneilson_SCO,Lewis Neilson,Scotland,St. Johnstone,DF,Centre_Back,64,66,27,48,55,63,66
liamdelap_ENG,Liam Delap,England,Ipswich,FW,Striker,71,76,70,58,70,29,74
liamkitching_ENG,Liam Kitching,England,Coventry City,DF,Centre_Back,70,67,34,53,58,67,79
liamscales_IRE,Liam Scales,Ireland,Celtic,DF,Centre_Back,73,70,56,63,63,71,79
liberatocacace_NEW,Liberato Cacace,New Zealand,Empoli,DF,Left_Back,72,71,60,66,69,68,76
lielabada_ISR,Liel Abada,Israel,Charlotte FC,FW,Right_Winger,74,87,72,67,73,41,59
lilianbrassier_FRA,Lilian Brassier,France,OM,DF,Centre_Back,78,69,37,65,69,79,75
lionelmessi_ARG,Lionel Messi,Argentina,Inter Miami CF,FW,Right_Winger,88,79,85,87,92,33,64
lisandromartinez_ARG,Lisandro Martinez,Argentina,Man Utd,DF,Centre_Back,84,71,59,78,79,85,81
lloydkelly_ENG,Lloyd Kelly,England,Newcastle Utd,DF,Centre_Back,75,67,40,65,67,75,78
lluislopez_SPA,Lluis Lopez,Spain,Real Zaragoza,DF,Centre_Back,69,65,36,56,61,69,74
logancosta_CAB,Logan Costa,Cabo Verde,Villarreal CF,DF,Centre_Back,74,48,38,55,61,75,75
loganfarrington_UNI,Logan Farrington,United States,FC Dallas,FW,Striker,55,59,55,32,48,22,63
loganrogerson_NEW,Logan Rogerson,New Zealand,Auckland FC,FW,Right_Winger,62,81,59,53,64,43,62
loicbade_FRA,Loic Bade,France,Sevilla FC,DF,Centre_Back,77,55,45,56,63,77,77
loiclapoussin_MAD,Loic Lapoussin,Madagascar,R. Union St.-G.,MF,Side_Midfielder,74,75,67,70,77,66,72
loisopenda_BEL,Lois Openda,Belgium,RB Leipzig,FW,Striker,85,93,84,69,81,31,79
lorenzassignon_FRA,Lorenz Assignon,France,Stade Rennais FC,DF,Right_Back,74,74,51,63,72,70,67
lorenzoamatucci_ITA,Lorenzo Amatucci,Italy,Salernitana,MF,Defensive_Midfielder,60,56,46,60,63,55,50
lorenzodesilvestri_ITA,Lorenzo De Silvestri,Italy,Bologna,DF,Right_Back,72,63,67,71,68,71,73
lorenzoinsigne_ITA,Lorenzo Insigne,Italy,Toronto FC,FW,Left_Winger,78,79,77,79,81,36,44
lorenzolucca_ITA,Lorenzo Lucca,Italy,Udinese,FW,Striker,72,57,73,59,64,32,80
lorenzomelgarejo_PAR,Lorenzo Melgarejo,Paraguay,Libertad,FW,Striker,73,83,72,65,76,56,69
lorenzomontipo_ITA,Lorenzo Montipo,Italy,Hellas Verona,GK,Goalkeeper,77,75,73,69,83,42,75
lorenzopellegrini_ITA,Lorenzo Pellegrini,Italy,AS Roma,MF,Attacking_Midfielder,83,79,78,83,83,74,78
lorenzopirola_ITA,Lorenzo Pirola,Italy,Olympiacos FC,DF,Centre_Back,71,64,42,52,58,72,64
loumtchaouna_FRA,Loum Tchaouna,France,Latium,FW,Right_Winger,70,75,72,63,71,37,59
lovromajer_CRO,Lovro Majer,Croatia,VfL Wolfsburg,MF,Central_Midfielder,78,62,73,80,83,60,71
lucacaldirola_ITA,Luca Caldirola,Italy,Monza,DF,Centre_Back,73,32,42,63,59,76,65
lucalipani_ITA,Luca Lipani,Italy,Sassuolo,MF,Defensive_Midfielder,66,54,44,63,61,62,61
lucaranieri_ITA,Luca Ranieri,Italy,Fiorentina,DF,Centre_Back,74,70,41,59,68,77,63
lucasacosta_ARG,Lucas Acosta,Argentina,Sarmiento,GK,Goalkeeper,71,70,71,70,73,60,72
lucasbartlett_UNI,Lucas Bartlett,United States,D.C. United,DF,Centre_Back,68,52,26,38,42,67,78
