Identifier,name,nation,club,field,position,OVR,PAC,SHO,PAS,DRI,DEF,PHY
jensgrahl_GER,Jens Grahl,Germany,Frankfurt,GK,Goalkeeper,66,70,60,58,70,44,63
agustingraneros_ARG,Agustin Graneros,Argentina,Real Tomayapo,FW,Striker,66,77,66,50,67,30,57
simongraves_DEN,Simon Graves,Denmark,PEC Zwolle,DF,Right_Back,66,59,47,59,61,66,74
andregreen_ENG,Andre Green,England,Rotherham Utd,MF,Side_Midfielder,66,79,60,62,66,36,57
pascalgregor_DEN,Pascal Gregor,Denmark,Lyngby BK,DF,Centre_Back,66,60,39,53,58,65,70
ruan_BRA,Ruan,Brazil,FC Dallas,DF,Right_Back,66,92,31,60,67,55,66
magnusretsiusgrodem_NOR,Magnus Retsius Grodem,Norway,Yverdon Sport FC,MF,Attacking_Midfielder,66,69,63,63,66,45,66
mateuszgrzybek_POL,Mateusz Grzybek,Poland,Zagłębie Lubin,DF,Left_Back,66,75,46,60,63,59,64
tomasguidara_ARG,Tomas Guidara,Argentina,Vélez Sarsfield,DF,Right_Back,66,83,41,56,67,60,72
dominiqueguidi_FRA,Dominique Guidi,France,SC Bastia,DF,Centre_Back,66,65,36,51,51,67,78
carlgustafsson_SWE,Carl Gustafsson,Sweden,Kalmar FF,MF,Central_Midfielder,66,59,52,61,66,57,70
filipenascimento_POR,Filipe Nascimento,Portugal,Górnik Zabrze,MF,Central_Midfielder,66,75,59,69,68,53,62
lukasgutlbauer_AUS,Lukas Gutlbauer,Austria,Wolfsberger AC,GK,Goalkeeper,66,70,61,59,68,41,62
julianguttau_GER,Julian Guttau,Germany,1860 München,MF,Attacking_Midfielder,66,82,59,62,69,38,62
bradguzan_UNI,Brad Guzan,United States,Atlanta United,GK,Goalkeeper,66,65,67,64,63,38,67
darkogyabi_ENG,Darko Gyabi,England,Plymouth Argyle,MF,Defensive_Midfielder,66,59,50,60,64,64,71
reecohackett_SAI,Reeco Hackett,Saint Lucia,Lincoln City,MF,Side_Midfielder,66,80,65,60,65,50,66
marenhaile-selassie_SWI,Maren Haile-Selassie,Switzerland,Chicago Fire FC,MF,Side_Midfielder,66,82,60,59,68,42,62
kreshnikhajrizi_KOS,Kreshnik Hajrizi,Kosovo,Widzew Łódź,DF,Centre_Back,66,68,33,51,60,64,75
danielhakans_FIN,Daniel Hakans,Finland,Lech Poznań,FW,Right_Winger,66,90,57,54,69,30,56
bradleyhalliday_ENG,Bradley Halliday,England,Bradford City,DF,Right_Back,66,78,40,54,61,60,74
tomhamer_ENG,Tom Hamer,England,Lincoln City,DF,Right_Back,66,70,48,57,60,61,82
cjhamilton_IRE,CJ Hamilton,Ireland,Blackpool,DF,Right_Back,66,89,59,59,64,56,66
hanchanhee_KOR,Han Chan Hee,"Korea, South",Pohang Steelers,MF,Central_Midfielder,66,65,59,66,66,52,66
marekhanousek_CZE,Marek Hanousek,Czech Republic,Widzew Łódź,MF,Defensive_Midfielder,66,45,60,60,53,66,68
cedricharenbrock_GER,Cedric Harenbrock,Germany,FC Hansa Rostock,MF,Attacking_Midfielder,66,72,62,61,68,35,57
cameronharper_UNI,Cameron Harper,United States,Red Bulls,MF,Side_Midfielder,66,86,58,52,70,49,58
florenthasani_KOS,Florent Hasani,Kosovo,FC Rapid 1923,FW,Right_Winger,66,74,62,59,67,35,66
jakobhaugaard_DEN,Jakob Haugaard,Denmark,Tromsø IL,GK,Goalkeeper,66,65,66,71,64,40,64
eirikhaugan_NOR,Eirik Haugan,Norway,Molde FK,DF,Centre_Back,66,52,40,47,58,65,73
laurenthenkinet_BEL,Laurent Henkinet,Belgium,Standard Liège,GK,Goalkeeper,66,67,66,68,65,51,65
bryanhenning_GER,Bryan Henning,Germany,Viktoria Köln,MF,Central_Midfielder,66,68,55,60,69,64,70
gustavhenriksson_SWE,Gustav Henriksson,Sweden,IF Elfsborg,DF,Centre_Back,66,62,39,55,50,64,69
fabianherbers_GER,Fabian Herbers,Germany,Chicago Fire FC,MF,Side_Midfielder,66,65,62,63,65,57,70
philipphercher_GER,Philipp Hercher,Germany,Magdeburg,MF,Side_Midfielder,66,76,59,61,62,59,71
andreshernandez_VEN,Andres Hernandez,Venezuela,Dep. La Guaira,MF,Defensive_Midfielder,66,51,55,59,60,63,61
davidherold_GER,David Herold,Germany,Karlsruher SC,DF,Left_Back,66,65,36,56,65,62,66
joseherrera_ARG,Jose Herrera,Argentina,Argentinos Jrs.,FW,Right_Winger,66,77,63,61,67,26,56
abdulbasithindi_SAU,Abdulbasit Hindi,Saudi Arabia,Ettifaq FC,DF,Centre_Back,66,69,23,47,53,66,69
dominikhladun_POL,Dominik Hladun,Poland,Zagłębie Lubin,GK,Goalkeeper,66,69,65,65,67,34,64
patrickhobsch_GER,Patrick Hobsch,Germany,1860 München,FW,Striker,66,71,66,48,61,26,69
jakehollman_AUS,Jake Hollman,Australia,Macarthur FC,MF,Central_Midfielder,66,72,59,62,69,60,64
tomholmes_ENG,Tom Holmes,England,Luton Town,DF,Centre_Back,66,46,25,55,55,65,71
hongyunsang_KOR,Hong Yun Sang,"Korea, South",Pohang Steelers,MF,Side_Midfielder,66,83,63,57,68,26,60
henryhore_AUS,Henry Hore,Australia,Gangwon FC,MF,Side_Midfielder,66,70,62,62,68,51,66
lukashornicek_CZE,Lukas Hornicek,Czech Republic,SC Braga,GK,Goalkeeper,66,70,63,69,67,23,66
fraserhorsfall_ENG,Fraser Horsfall,England,Stockport,DF,Centre_Back,66,54,33,43,43,65,80
ilyeshousni_MOR,Ilyes Housni,Morocco,Havre AC,FW,Striker,66,67,67,57,70,26,49
jeroenhouwen_NET,Jeroen Houwen,Netherlands,RKC Waalwijk,GK,Goalkeeper,66,66,65,66,68,42,64
saberhraiech_ITA,Saber Hraiech,Italy,Cesena,MF,Central_Midfielder,66,74,59,65,68,59,69
huangzichang_CHI,Huang Zichang,China,Henan FC,MF,Side_Midfielder,66,83,59,56,69,43,68
huangzhengyu_CHI,Huang Zhengyu,China,Shandong Taishan,MF,Defensive_Midfielder,66,71,37,58,62,64,63
samhughes_ENG,Sam Hughes,England,Stockport,DF,Centre_Back,66,52,41,49,49,65,78
marianhuja_POR,Marian Huja,Portugal,FC Petrolul,DF,Centre_Back,66,62,38,46,47,65,77
adrienhunou_FRA,Adrien Hunou,France,Angers SCO,FW,Striker,66,66,65,67,67,51,67
anelhusic_SWI,Anel Husic,Switzerland,BSC Young Boys,DF,Centre_Back,66,67,31,46,53,66,75
etzazhussain_NOR,Etzaz Hussain,Norway,Odds BK,MF,Defensive_Midfielder,66,50,61,64,67,59,63
cesaribanez_ARG,Cesar Ibanez,Argentina,Huracán,DF,Left_Back,66,73,33,56,62,61,66
matiasibanez_ARG,Matias Ibanez,Argentina,Unión La Calera,GK,Goalkeeper,66,66,64,64,65,39,67
romarioibarra_ECU,Romario Ibarra,Ecuador,IDV,FW,Left_Winger,66,80,62,62,67,39,65
wilsonibarrola_PAR,Wilson Ibarrola,Paraguay,Guaraní,DF,Left_Back,66,81,29,52,57,60,59
marcoimperiale_ITA,Marco Imperiale,Italy,Carrarese Calcio,DF,Centre_Back,66,67,37,56,62,67,65
ginoinfantino_ARG,Gino Infantino,Argentina,Fiorentina,FW,Right_Winger,66,71,61,64,71,48,56
luisingolotti_ARG,Luis Ingolotti,Argentina,Central Córdoba,GK,Goalkeeper,66,68,66,58,66,31,65
manuelinsaurralde_ARG,Manuel Insaurralde,Argentina,San Lorenzo,MF,Central_Midfielder,66,71,55,66,68,59,65
alekseyisayev_AZE,Aleksey Isayev,Azerbaijan,Qarabağ FK,MF,Central_Midfielder,66,65,54,66,68,57,59
valentinjacob_FRA,Valentin Jacob,France,AC Ajaccio,MF,Side_Midfielder,66,78,63,64,65,42,47
mattyjacob_ENG,Matty Jacob,England,Hull City,DF,Left_Back,66,65,37,58,63,63,65
lukasjager_AUS,Lukas Jager,Austria,SCR Altach,MF,Defensive_Midfielder,66,65,45,58,60,64,74
marinjakolis_CRO,Marin Jakolis,Croatia,Macarthur FC,MF,Side_Midfielder,66,82,61,61,66,53,70
reecejames_ENG,Reece James,England,Rotherham Utd,DF,Left_Back,66,70,50,57,65,63,64
patrykjanasik_POL,Patryk Janasik,Poland,Cracovia,DF,Left_Back,66,75,49,60,65,59,61
casparjander_GER,Caspar Jander,Germany,1. FC Nürnberg,MF,Central_Midfielder,66,76,47,65,70,61,66
wolkejanssens_BEL,Wolke Janssens,Belgium,STVV,DF,Centre_Back,66,64,64,59,64,67,67
oscarjansson_SWE,Oscar Jansson,Sweden,Djurgårdens IF,GK,Goalkeeper,66,65,64,66,63,33,67
erikjanza_SLO,Erik Janza,Slovenia,Górnik Zabrze,DF,Left_Back,66,60,50,65,63,61,67
ewenjaouen_FRA,Ewen Jaouen,France,USL Dunkerque,GK,Goalkeeper,66,69,63,64,67,32,65
dennisjastrzembski_GER,Dennis Jastrzembski,Germany,Düsseldorf,MF,Side_Midfielder,66,87,57,62,66,35,60
arturjedrzejczyk_POL,Artur Jedrzejczyk,Poland,Legia Warszawa,DF,Centre_Back,66,34,48,57,59,64,76
jamesjeggo_AUS,James Jeggo,Australia,Melbourne City,MF,Defensive_Midfielder,66,61,58,59,63,63,69
davidjensen_DEN,David Jensen,Denmark,Lyngby BK,GK,Goalkeeper,66,64,65,63,66,42,67
magnusr.jensen_DEN,Magnus R. Jensen,Denmark,Lyngby BK,DF,Centre_Back,66,47,49,46,54,64,79
jeonbyungkwan_KOR,Jeon Byung Kwan,"Korea, South",Jeonbuk Hyundai,MF,Side_Midfielder,66,83,66,51,68,21,58
jeongminki_KOR,Jeong Min Ki,"Korea, South",Suwon FC,GK,Goalkeeper,66,72,61,57,72,20,62
jeongsangbin_KOR,Jeong Sang Bin,"Korea, South",Minnesota United,FW,Striker,66,87,62,57,69,24,66
jiangzhipeng_CHI,Jiang Zhipeng,China,Wuhan Three Towns,DF,Left_Back,66,64,60,66,65,63,66
danijimenez_SPA,Dani Jimenez,Spain,SD Huesca,GK,Goalkeeper,66,66,64,61,69,50,64
sondresolholmjohansen_NOR,Sondre Solholm Johansen,Norway,Odds BK,DF,Centre_Back,66,48,33,42,52,65,75
andreasjohansson_SWE,Andreas Johansson,Sweden,Halmstads BK,DF,Centre_Back,66,32,49,58,57,65,70
oscarjohansson_SWE,Oscar Johansson,Sweden,Hammarby IF,MF,Side_Midfielder,66,74,58,62,65,46,68
markojohansson_SWE,Marko Johansson,Sweden,Braunschweig,GK,Goalkeeper,66,67,64,71,70,41,63
lloydjones_ENG,Lloyd Jones,England,Charlton Ath,DF,Centre_Back,66,56,28,43,44,64,78
derrickjones_UNI,Derrick Jones,United States,Columbus Crew,MF,Defensive_Midfielder,66,70,53,59,61,62,81
antoinejoujou_FRA,Antoine Joujou,France,Havre AC,MF,Side_Midfielder,66,69,65,59,68,22,53
danieljuarez_ARG,Daniel Juarez,Argentina,Barracas Central,FW,Striker,66,85,68,60,66,41,61
jakubjugas_CZE,Jakub Jugas,Czech Republic,Cracovia,DF,Centre_Back,66,46,45,51,50,64,74
leoneljustiniano_BOL,Leonel Justiniano,Bolivia,Bolívar,MF,Defensive_Midfielder,66,61,56,58,63,66,67
martijnkaars_NET,Martijn Kaars,Netherlands,Magdeburg,FW,Striker,66,74,65,54,67,31,64
melihkabasakal_TUR,Melih Kabasakal,Turkey,Eyüpspor,MF,Defensive_Midfielder,66,68,50,63,67,62,67
tugaykacar_TUR,Tugay Kacar,Turkey,Eyüpspor,MF,Defensive_Midfielder,66,53,45,59,59,64,73
jakubkadak_SLO,Jakub Kadak,Slovakia,FC Luzern,MF,Attacking_Midfielder,66,63,66,66,67,41,48
antonkade_GER,Anton Kade,Germany,FC Basel 1893,MF,Side_Midfielder,66,76,63,58,69,25,54
juniorkadile_FRA,Junior Kadile,France,Almere City FC,MF,Side_Midfielder,66,81,59,61,70,23,53
mattiaskait_EST,Mattias Kait,Estonia,FC Rapid 1923,MF,Central_Midfielder,66,69,61,62,65,63,72
otarkakabadze_GEO,Otar Kakabadze,Georgia,Cracovia,MF,Side_Midfielder,66,79,49,62,66,60,72
hasanalikaldirim_TUR,Hasan Ali Kaldirim,Turkey,Kayserispor,DF,Left_Back,66,61,54,63,66,65,68
anthonykalik_AUS,Anthony Kalik,Australia,Hajduk Split,MF,Attacking_Midfielder,66,72,61,65,66,56,73
burakkapacak_TUR,Burak Kapacak,Turkey,Fenerbahçe,MF,Side_Midfielder,66,78,57,60,68,56,64
stevekapuadi_FRA,Steve Kapuadi,France,Legia Warszawa,DF,Centre_Back,66,60,25,40,36,65,78
karrikaburu_SPA,Karrikaburu,Spain,R. Racing Club,FW,Striker,66,71,65,50,64,26,60
densokasius_NET,Denso Kasius,Netherlands,AZ,DF,Right_Back,66,78,45,62,65,59,65
alexandroskatranis_GRE,Alexandros Katranis,Greece,Real Salt Lake,DF,Left_Back,66,72,49,60,65,62,66
conorkearns_IRE,Conor Kearns,Ireland,Shelbourne,GK,Goalkeeper,66,65,64,60,68,31,66
thomaskeller_GER,Thomas Keller,Germany,Heidenheim,DF,Centre_Back,66,60,42,56,54,64,70
liamkelly_IRE,Liam Kelly,Ireland,MK Dons,MF,Central_Midfielder,66,71,60,65,68,57,51
liamkelly_SCO,Liam Kelly,Scotland,Rangers,GK,Goalkeeper,66,67,64,65,68,33,66
liamkelly_SCO,Liam Kelly,Scotland,Rotherham Utd,MF,Defensive_Midfielder,66,36,54,64,58,66,67
dankemp_ENG,Dan Kemp,England,Stevenage,MF,Attacking_Midfielder,66,80,62,62,68,30,44
philippepaulinkeny_SEN,Philippe Paulin Keny,Senegal,Başakşehir,FW,Striker,66,80,64,55,63,29,71
jasonkerr_SCO,Jason Kerr,Scotland,Wigan Athletic,DF,Centre_Back,66,67,44,52,58,64,77
kainekesler-hayden_ENG,Kaine Kesler-Hayden,England,Preston,DF,Right_Back,66,77,48,60,65,60,59
kimgeonwoong_KOR,Kim Geon Woong,"Korea, South",Jeju United,DF,Centre_Back,66,62,53,56,63,64,75
kimminwoo_KOR,Kim Min Woo,"Korea, South",Ulsan Hyundai,MF,Side_Midfielder,66,65,62,64,66,59,70
kimdongmin_KOR,Kim Dong Min,"Korea, South",Incheon United,DF,Centre_Back,66,76,38,50,60,65,76
kimkangguk_KOR,Kim Kang Guk,"Korea, South",Gangwon FC,MF,Central_Midfielder,66,63,55,64,61,55,69
kimdohyeok_KOR,Kim Do Hyeok,"Korea, South",Incheon United,MF,Central_Midfielder,66,60,61,65,68,57,75
kiminkyun_KOR,Kim In Kyun,"Korea, South",Daejeon,FW,Striker,66,92,63,54,70,48,63
kimminduk_KOR,Kim Min Duk,"Korea, South",Gimcheon Sangmu,DF,Centre_Back,66,64,33,38,53,66,73
kimyoungbin_KOR,Kim Young Bin,"Korea, South",Gangwon FC,DF,Centre_Back,66,62,28,47,46,65,77
leonking_SCO,Leon King,Scotland,Rangers,DF,Centre_Back,66,69,34,60,65,66,64
christiankinsombi_GER,Christian Kinsombi,Germany,FC Hansa Rostock,MF,Side_Midfielder,66,72,54,58,70,31,56
orestiskiomourtzoglou_GER,Orestis Kiomourtzoglou,Germany,Wehen Wiesbaden,MF,Defensive_Midfielder,66,52,48,54,58,65,75
peterkioso_IRE,Peter Kioso,Ireland,Oxford United,DF,Right_Back,66,70,45,58,63,63,68
ericbugalekitolano_NOR,Eric Bugale Kitolano,Norway,Lillestrøm SK,MF,Attacking_Midfielder,66,83,63,60,68,50,64
patrykklimala_POL,Patryk Klimala,Poland,Sydney FC,FW,Striker,66,81,63,49,65,30,74
joshknight_ENG,Josh Knight,England,Hannover 96,DF,Centre_Back,66,55,52,51,57,66,75
timknipping_GER,Tim Knipping,Germany,Unterhaching,DF,Centre_Back,66,41,33,48,49,65,77
fredrikp.knudsen_NOR,Fredrik P. Knudsen,Norway,SK Brann,DF,Centre_Back,66,41,31,44,46,64,79
dimitrioskolovetsios_GRE,Dimitrios Kolovetsios,Greece,Kayserispor,DF,Centre_Back,66,52,33,50,50,68,71
benlhassinekone_COT,Ben Lhassine Kone,Cote d'Ivoire,Como,MF,Central_Midfielder,66,76,61,64,72,56,63
mohamedkone_COT,Mohamed Kone,Cote d'Ivoire,Sp. Charleroi,GK,Goalkeeper,66,66,65,62,69,31,62
bartoszkopacz_POL,Bartosz Kopacz,Poland,Zagłębie Lubin,DF,Right_Back,66,63,37,51,50,65,76
koenkostons_NET,Koen Kostons,Netherlands,SC Paderborn 07,FW,Striker,66,74,63,60,66,29,66
christiankouanoulai_COT,Christian Kouan Oulai,Cote d'Ivoire,Cosenza,MF,Attacking_Midfielder,66,71,64,64,69,62,76
nikokoulis_GER,Niko Koulis,Germany,Preußen Münster,DF,Centre_Back,66,55,26,40,42,66,72
franskratzig_GER,Frans Kratzig,Germany,VfB Stuttgart,DF,Left_Back,66,66,45,61,71,62,53
connorkrempicki_GER,Connor Krempicki,Germany,Magdeburg,MF,Central_Midfielder,66,48,65,63,67,60,68
rubenkristiansen_NOR,Ruben Kristiansen,Norway,SK Brann,DF,Left_Back,66,72,47,58,62,63,66
floriankruger_GER,Florian Kruger,Germany,K. Beerschot VA,FW,Striker,66,79,64,57,67,22,72
lukaskunze_GER,Lukas Kunze,Germany,Arminia Bielefeld,MF,Central_Midfielder,66,71,62,60,62,60,77
owusukwabena_GHA,Owusu Kwabena,Ghana,Ferencvárosi TC,FW,Striker,66,81,65,58,69,26,56
kwonhyeokkyu_KOR,Kwon Hyeok Kyu,"Korea, South",Hibernian,MF,Defensive_Midfielder,66,68,48,59,60,60,82
lassilappalainen_FIN,Lassi Lappalainen,Finland,CF Montréal,MF,Side_Midfielder,66,86,59,58,65,53,61
pablolaredo_BOL,Pablo Laredo,Bolivia,Universitario,MF,Defensive_Midfielder,66,60,47,59,59,67,62
larrubia_SPA,Larrubia,Spain,Málaga CF,MF,Attacking_Midfielder,66,66,58,65,71,36,39
japhetserylarsen_DEN,Japhet Sery Larsen,Denmark,SK Brann,DF,Centre_Back,66,78,41,56,62,64,74
lasure_SPA,Lasure,Spain,FC Univ. Cluj,DF,Left_Back,66,69,44,57,60,63,74
alekslawniczak_POL,Aleks Lawniczak,Poland,Zagłębie Lubin,DF,Centre_Back,66,84,27,41,40,64,75
jamielawrence_GER,Jamie Lawrence,Germany,WSG Tirol,DF,Centre_Back,66,60,26,48,40,67,72
williamlepogam_FRA,William Le Pogam,France,Yverdon Sport FC,DF,Left_Back,66,64,34,57,62,60,63
adrienlebeau_FRA,Adrien Lebeau,France,FC Hansa Rostock,MF,Attacking_Midfielder,66,74,59,63,70,47,51
leegihyeok_KOR,Lee Gi Hyeok,"Korea, South",Gangwon FC,DF,Centre_Back,66,77,55,55,65,63,77
leejuyong_KOR,Lee Ju Yong,"Korea, South",Jeju United,DF,Left_Back,66,79,58,57,66,60,70
leechungyong_KOR,Lee Chung Yong,"Korea, South",Ulsan Hyundai,MF,Side_Midfielder,66,64,54,67,70,46,59
leejinhyun_KOR,Lee Jin Hyun,"Korea, South",Puszcza,MF,Central_Midfielder,66,78,55,66,71,53,59
leesangmin_KOR,Lee Sang Min,"Korea, South",FC Seoul,DF,Centre_Back,66,59,25,42,40,66,70
leejaeik_KOR,Lee Jae Ik,"Korea, South",Jeonbuk Hyundai,DF,Centre_Back,66,63,30,51,46,63,76
leeyong_KOR,Lee Yong,"Korea, South",Suwon FC,DF,Right_Back,66,62,50,65,63,63,70
leehyunju_KOR,Lee Hyun Ju,"Korea, South",Hannover 96,MF,Attacking_Midfielder,66,73,55,61,72,32,52
kelvinleerdam_SUR,Kelvin Leerdam,Suriname,Heracles Almelo,DF,Centre_Back,66,50,49,63,65,65,71
tomlees_ENG,Tom Lees,England,Huddersfield,DF,Centre_Back,66,51,36,51,57,66,70
doronleidner_ISR,Doron Leidner,Israel,FC Zürich,DF,Left_Back,66,84,49,59,66,60,59
gregleigh_JAM,Greg Leigh,Jamaica,Oxford United,DF,Left_Back,66,74,55,57,62,62,73
nunziolella_ITA,Nunzio Lella,Italy,Bari,MF,Central_Midfielder,66,78,56,61,65,62,76
pierrelemonnier_FRA,Pierre Lemonnier,France,En Avant Guingamp,DF,Centre_Back,66,54,28,43,52,66,74
joaquinlencinas_ARG,Joaquin Lencinas,Argentina,Universitario,DF,Centre_Back,66,64,27,53,53,68,69
lilei_CHI,Li Lei,China,Beijing FC,DF,Left_Back,66,77,44,61,63,61,74
bryanlimbombe_BEL,Bryan Limbombe,Belgium,Heracles Almelo,MF,Side_Midfielder,66,75,58,59,68,33,65
victorlind_DEN,Victor Lind,Denmark,FC Midtjylland,MF,Side_Midfielder,66,86,63,57,66,42,62
jaylinlindsey_UNI,Jaylin Lindsey,United States,Charlotte FC,DF,Right_Back,66,79,44,57,62,61,72
lucaslingman_FIN,Lucas Lingman,Finland,HJK Helsinki,MF,Central_Midfielder,66,64,55,67,71,52,57
lucalipani_ITA,Luca Lipani,Italy,Sassuolo,MF,Defensive_Midfielder,66,54,44,63,61,62,61
liuyang_CHI,Liu Yang,China,Shandong Taishan,DF,Left_Back,66,81,53,57,64,61,71
enricllansana_NET,Enric Llansana,Netherlands,Go Ahead Eagles,MF,Defensive_Midfielder,66,57,48,62,64,61,68
thimotheelo-tutala_FRA,Thimothee Lo-Tutala,France,Hull City,GK,Goalkeeper,66,66,64,63,68,35,63
lobete_SPA,Lobete,Spain,Málaga CF,FW,Striker,66,69,64,57,68,23,58
jasperloffelsend_GER,Jasper Loffelsend,Germany,Colorado Rapids,MF,Defensive_Midfielder,66,64,41,61,63,62,66
larslokotsch_GER,Lars Lokotsch,Germany,SC Verl,FW,Striker,66,71,63,50,60,36,83
niklaslomb_GER,Niklas Lomb,Germany,Leverkusen,GK,Goalkeeper,66,68,58,64,70,38,63
samlong_ENG,Sam Long,England,Oxford United,DF,Right_Back,66,64,46,58,62,63,71
nigellonwijk_NET,Nigel Lonwijk,Netherlands,Huddersfield,DF,Centre_Back,66,66,35,44,49,65,72
julienlopez_ALG,Julien Lopez,Algeria,Paris FC,MF,Side_Midfielder,66,79,60,63,69,42,59
enzoadrianlopez_ARG,Enzo Adrian Lopez,Argentina,FC Botoșani,FW,Striker,66,73,65,52,66,34,69
sergiolopez_SPA,Sergio Lopez,Spain,SV Darmstadt 98,DF,Right_Back,66,75,55,63,71,62,60
marclorenz_GER,Marc Lorenz,Germany,Preußen Münster,MF,Side_Midfielder,66,70,57,68,66,49,65
haithemloucif_ALG,Haithem Loucif,Algeria,Yverdon Sport FC,DF,Right_Back,66,71,39,55,67,63,53
jonathanlucca_BRA,Jonathan Lucca,Brazil,AVS Futebol SAD,MF,Central_Midfielder,66,68,56,66,63,65,78
martinluciano_ARG,Martin Luciano,Argentina,Godoy Cruz,DF,Left_Back,66,82,33,53,64,60,60
josiaslukembila_SWI,Josias Lukembila,Switzerland,FC Winterthur,MF,Side_Midfielder,66,77,59,59,67,23,57
valgeirlunddal_ICE,Valgeir Lunddal,Iceland,Düsseldorf,DF,Right_Back,66,70,31,51,56,63,78
mariuslundemo_NOR,Marius Lundemo,Norway,Lillestrøm SK,MF,Central_Midfielder,66,52,59,65,65,58,70
robertoluzarraga_ECU,Roberto Luzarraga,Ecuador,Técnico U.,DF,Left_Back,66,76,57,60,62,62,70
luismata_POR,Luis Mata,Portugal,Zagłębie Lubin,DF,Left_Back,66,83,35,58,64,60,58
abdullahmadu_SAU,Abdullah Madu,Saudi Arabia,Ettifaq FC,DF,Centre_Back,66,35,25,45,40,67,72
hugomagallanes_URU,Hugo Magallanes,Uruguay,Racing Club,DF,Centre_Back,66,58,37,42,45,66,77
andreamagrassi_ITA,Andrea Magrassi,Italy,Cittadella,FW,Striker,66,65,64,50,60,33,69
magunagoitia_SPA,Magunagoitia,Spain,SD Eibar,GK,Goalkeeper,66,64,66,61,69,27,64
renzomalanca_ARG,Renzo Malanca,Argentina,Huachipato,DF,Centre_Back,66,62,25,39,44,65,72
mariuszmalec_POL,Mariusz Malec,Poland,Pogoń Szczecin,DF,Centre_Back,66,68,31,45,46,65,77
ryanmalone_UNI,Ryan Malone,United States,FC Ingolstadt 04,DF,Centre_Back,66,65,31,47,42,64,79
sultanmandash_SAU,Sultan Mandash,Saudi Arabia,Al Taawoun,MF,Side_Midfielder,66,80,55,57,70,25,59
rubenmanjarres_COL,Ruben Manjarres,Colombia,Alianza FC,MF,Central_Midfielder,66,67,55,68,60,61,65
juniormarabel_PAR,Junior Marabel,Paraguay,Palestino,FW,Striker,66,63,69,48,57,31,77
manuelmaranda_AUS,Manuel Maranda,Austria,Blau-Weiss Linz,DF,Centre_Back,66,64,28,42,45,66,78
jtmarcinkowski_UNI,JT Marcinkowski,United States,SJ Earthquakes,GK,Goalkeeper,66,67,63,69,68,22,66
chrismartin_SCO,Chris Martin,Scotland,Bristol Rovers,FW,Striker,66,33,68,57,61,43,74
andermartin_SPA,Ander Martin,Spain,CD Mirandés,MF,Side_Midfielder,66,70,62,62,67,50,58
jimmymartinez_CHI,Jimmy Martinez,Chile,Huachipato,MF,Central_Midfielder,66,67,53,66,66,55,63
miguelangelmartinez_PAR,Miguel Angel Martinez,Paraguay,Cerro Porteño,GK,Goalkeeper,66,67,66,64,63,23,65
ronaldomartinez_PAR,Ronaldo Martinez,Paraguay,Platense,FW,Striker,66,72,66,48,66,20,55
davidmartinez_VEN,David Martinez,Venezuela,LAFC,MF,Side_Midfielder,66,63,62,57,74,26,44
lucamartinezdupuy_MEX,Luca Martinez Dupuy,Mexico,Rosario Central,FW,Striker,66,71,66,51,66,25,61
josemarsa_SPA,Jose Marsa,Spain,KV Mechelen,DF,Centre_Back,66,76,30,50,60,65,72
braismartinez_SPA,Brais Martinez,Spain,Racing de Ferrol,DF,Left_Back,66,72,33,58,63,60,64
pietromartino_ITA,Pietro Martino,Italy,Cosenza,DF,Right_Back,66,69,41,53,55,63,67
javimarton_SPA,Javi Marton,Spain,Athletic Club,FW,Striker,66,57,70,50,64,25,53
alexandrumateiu_ROM,Alexandru Mateiu,Romania,FC Petrolul,MF,Defensive_Midfielder,66,60,64,63,67,62,70
mateuszmatras_POL,Mateusz Matras,Poland,Stal Mielec,DF,Centre_Back,66,42,49,55,45,65,79
hervematthys_BEL,Herve Matthys,Belgium,K. Beerschot VA,DF,Centre_Back,66,66,41,60,59,66,68
alanmatturro_URU,Alan Matturro,Uruguay,Genoa,DF,Centre_Back,66,64,30,52,54,67,64
lewismayo_SCO,Lewis Mayo,Scotland,Kilmarnock,DF,Centre_Back,66,68,36,53,59,65,73
adrianmazilu_ROM,Adrian Mazilu,Romania,Brighton,MF,Side_Midfielder,66,81,64,58,69,35,55
johnmcatee_ENG,John McAtee,England,Bolton,FW,Striker,66,79,64,61,67,38,58
garathmccleary_JAM,Garath McCleary,Jamaica,Wycombe,MF,Side_Midfielder,66,73,65,63,67,48,66
callummccowatt_NEW,Callum McCowatt,New Zealand,Silkeborg IF,MF,Attacking_Midfielder,66,76,66,64,66,52,67
zacmcgraw_CAN,Zac McGraw,Canada,Portland Timbers,DF,Centre_Back,66,54,41,56,51,65,75
tommcintyre_SCO,Tom McIntyre,Scotland,Portsmouth,DF,Centre_Back,66,44,37,56,61,64,70
yaimarmedina_ECU,Yaimar Medina,Ecuador,IDV,DF,Left_Back,66,91,55,60,63,56,58
diegomedina_BOL,Diego Medina,Bolivia,Always Ready,DF,Right_Back,66,75,29,53,59,61,63
zechmedley_ENG,Zech Medley,England,Fleetwood Town,DF,Centre_Back,66,63,30,45,53,64,75
mexxmeerdink_NET,Mexx Meerdink,Netherlands,AZ,FW,Striker,66,58,67,50,62,32,67
joshuamees_GER,Joshua Mees,Germany,Preußen Münster,MF,Side_Midfielder,66,67,63,63,69,21,55
